ano,link,paragrafos_resgatados,paragrafos_tratados_sw
2001,http://www1.folha.uol.com.br/fsp/ciencia/fe0511200101.htm,"['Descobridor da dupla hélice do DNA defende pesquisa sobre hereditariedade de doenças mentais como esquizofrenia', ') o editorial intitulado ""Uma Oportunidade Científica"". Ele e três colaboradores defendem que se retome a busca de genes para explicar a ocorrência de doenças mentais como a esquizofrenia e a psicose maníaco-depressiva.', 'O editorial na ""Science"" começa admitindo que ""a descoberta de genes de suscetibilidade para psicose maníaco-depressiva e esquizofrenia é tida como um dos mais intratáveis problemas atuais da genética humana"". Uma das razões seria o padrão por demais complexo da hereditariedade dessas doenças mentais.']","['descobridor dupla hélice dna defende pesquisa hereditariedade doenças mentais esquizofrenia', 'editorial intitulado oportunidade científica colaboradores defendem retome busca genes explicar ocorrência doenças mentais esquizofrenia psicose', 'editorial science começa admitindo descoberta genes suscetibilidade psicose esquizofrenia tida intratáveis problemas atuais genética humana razões padrão complexo hereditariedade dessas doenças mentais']"
2001,http://www1.folha.uol.com.br/folha/ciencia/ult306u5217.shtml,"['Watson, que recebeu um Nobel pela descoberta de 1953 (com Francis Crick e Maurice Wilkins), assina na última edição da revista norte-americana ""Science"" (www.sciencemag.org) o editorial intitulado ""Uma Oportunidade Científica"". Ele e três colaboradores defendem que se retome a busca de genes para explicar a ocorrência de doenças mentais como a esquizofrenia e a psicose maníaco-depressiva.', 'O editorial na ""Science"" começa admitindo que ""a descoberta de genes de suscetibilidade para psicose maníaco-depressiva e esquizofrenia é tida como um dos mais intratáveis problemas atuais da genética humana"". Uma das razões seria o padrão por demais complexo da hereditariedade dessas doenças mentais.']","['watson recebeu nobel descoberta francis crick maurice wilkins assina última edição revista science editorial intitulado oportunidade científica colaboradores defendem retome busca genes explicar ocorrência doenças mentais esquizofrenia psicose', 'editorial science começa admitindo descoberta genes suscetibilidade psicose esquizofrenia tida intratáveis problemas atuais genética humana razões padrão complexo hereditariedade dessas doenças mentais']"
2001,http://www1.folha.uol.com.br/fsp/ilustrad/fq0711200113.htm,"['Assim começou o pesadelo esquizofrênico de Lanny, torturado por longos períodos de depressão e internações em sanatórios, onde sofreu tratamentos à base de eletrochoque. Chegou a dormir nas ruas. E, segundo uma antiga lenda, teria mesmo ateado fogo à própria mão, no auge do delírio.', 'Contando atualmente com acompanhamento psiquiátrico e medicação apropriada, Lanny demonstra tranquilidade frente à doença mental que o afastou da cena artística por tanto tempo. ""Minha esquizofrenia está sendo tratada. Ainda bem que o grau é pequeno e que eu posso lidar com ela. É apenas um estado de espírito que eu posso controlar. Ainda estou aprendendo a ser independente, a saber viver"", diz o guitarrista.']","['começou pesadelo esquizofrênico lanny torturado longos períodos depressão internações sanatórios sofreu tratamentos base eletrochoque chegou dormir ruas antiga lenda teria ateado fogo própria mão auge delírio', 'contando atualmente acompanhamento psiquiátrico medicação apropriada lanny demonstra tranquilidade frente doença mental afastou cena artística esquizofrenia sendo tratada grau pequeno lidar espírito controlar aprendendo independente viver guitarrista']"
2001,http://www1.folha.uol.com.br/folha/ilustrada/ult90u18852.shtml,"['Assim começou o pesadelo esquizofrênico de Lanny, torturado por longos períodos de depressão e internações em sanatórios, onde sofreu tratamentos à base de eletrochoque. Chegou a dormir nas ruas. E, segundo uma antiga lenda, teria mesmo ateado fogo à própria mão, no auge do delírio.', 'Contando atualmente com acompanhamento psiquiátrico e medicação apropriada, Lanny demonstra tranquilidade frente à doença mental que o afastou da cena artística por tanto tempo. ""Minha esquizofrenia está sendo tratada. Ainda bem que o grau é pequeno e que eu posso lidar com ela. É apenas um estado de espírito que eu posso controlar. Ainda estou aprendendo a ser independente, a saber viver"", diz o guitarrista.']","['começou pesadelo esquizofrênico lanny torturado longos períodos depressão internações sanatórios sofreu tratamentos base eletrochoque chegou dormir ruas antiga lenda teria ateado fogo própria mão auge delírio', 'contando atualmente acompanhamento psiquiátrico medicação apropriada lanny demonstra tranquilidade frente doença mental afastou cena artística esquizofrenia sendo tratada grau pequeno lidar espírito controlar aprendendo independente viver guitarrista']"
2001,http://www1.folha.uol.com.br/folha/ciencia/ult306u5294.shtml,['A grande maioria dos pacientes que sofrem de doenças psicóticas como esquizofrenia ou são maníaco-depressivos não são perigosos.'],['pacientes sofrem doenças psicóticas esquizofrenia perigosos']
2001,http://www1.folha.uol.com.br/fsp/ilustrad/fq1711200121.htm,"['Livro reúne pela primeira vez dizeres poéticos de Stela do Patrocínio, esquizofrênica que viveu no maior hospital psiquiátrico do Rio de Janeiro', 'Diagnósticos médicos a apontavam como dona de uma ""personalidade psicopática"", acrescida de ""esquizofrenia hebefrênica"". Doida, enfim. Mas uma doida que insistia em se preservar ""consciente"". Rejeitava, um a um, os psicotrópicos que lhe ministravam. Cuspia comprimidos na mesma proporção em que gritava coisas mágicas: ""Você está me comendo tanto pelos olhos, que já não tenho de onde tirar força pra te alimentar"".']","['livro reúne dizeres poéticos stela patrocínio esquizofrênica viveu hospital psiquiátrico rio janeiro', 'diagnósticos médicos apontavam dona personalidade psicopática acrescida esquizofrenia hebefrênica doida enfim doida insistia preservar consciente rejeitava psicotrópicos ministravam cuspia comprimidos mesma proporção gritava coisas mágicas comendo olhos tirar força pra alimentar']"
2001,http://www1.folha.uol.com.br/folha/ilustrada/ult90u19406.shtml,"['Lanny Gordin tocou com nomes como Gal Costa, Caetano Veloso e Gilberto Gil, entre outros. O guitarrista ficou fora do circuito musical durante grande parte dos anos 70 e 80 devido a uma crise aguda de esquizofrenia.']",['lanny gordin tocou nomes gal costa caetano veloso gilberto gil guitarrista ficou circuito musical durante anos devido crise aguda esquizofrenia']
2001,http://www1.folha.uol.com.br/folha/mundo/ult94u34454.shtml,"['Um francês, de 26 anos que sofria de esquizofrenia, é acusado de matar a mãe a marteladas e escondeu seu corpo por vários dias entre sacolas de lixo na varanda de sua casa, disse a polícia.', 'O rapaz esquizofrênico foi apontado como o autor do crime, embora ainda não tenha prestado depoimento por causa das crises nervosas e dos delírios. Ele foi internado num centro psiquiátrico.']","['francês anos sofria esquizofrenia acusado matar mãe marteladas escondeu corpo dias sacolas lixo varanda casa disse polícia', 'rapaz esquizofrênico apontado autor crime tenha prestado depoimento causa crises nervosas delírios internado centro psiquiátrico']"
2001,http://www1.folha.uol.com.br/fsp/ciencia/fe1012200102.htm,[],[]
2001,http://www1.folha.uol.com.br/fsp/ciencia/fe1012200101.htm,"['Folha de S.Paulo - Biomedicina: Geneticistas fecham cerco à esquizofrenia - 10/12/2001', 'Poucas empreitadas científicas foram tão desacreditadas quanto a caçada ao gene, ou genes, da esquizofrenia. Uma hora ele estava no cromossomo 22, outra no 1, no 12, no 13, no 15, no 18 (a espécie humana tem 23 pares deles). Um grande estudo americano apresentado ontem parece pôr certa ordem na confusão, reduzindo o território de busca a dois filamentos de DNA (13 e 15).', 'O novo estudo, apresentado num congresso de neuropsicofarmacologia no Havaí por Debby Tsuang, da Universidade de Washington (oeste dos EUA), foi o maior naquele país: 166 famílias, com pelo menos dois esquizofrênicos diagnosticados.', 'Um dos resultados mais interessantes foi que as regiões identificadas no cromossomo 15 parecem associar-se com mais frequência a esquizofrênicos de origem européia, e as do 13, aos de ascendência africana. Foi o primeiro levantamento a incluir amostras significativas dos dois grandes grupos populacionais.', 'Essa constatação ajuda a firmar a noção de que perturbações complexas como a esquizofrenia não podem ser atribuídas a um único gene, ou mesmo a poucos. Isso para não falar da influência do meio em que a pessoa cresce e vive. Ter um dos genes que venha a ser identificado não significaria uma condenação à doença.']","['folha biomedicina geneticistas fecham cerco esquizofrenia', 'poucas empreitadas científicas desacreditadas caçada gene genes esquizofrenia hora cromossomo espécie humana pares deles estudo americano apresentado pôr certa ordem confusão reduzindo território busca filamentos dna', 'estudo apresentado congresso neuropsicofarmacologia havaí debby tsuang universidade washington oeste eua país famílias esquizofrênicos diagnosticados', 'resultados interessantes regiões identificadas cromossomo parecem frequência esquizofrênicos origem européia ascendência africana levantamento incluir amostras significativas grupos populacionais', 'constatação ajuda firmar noção perturbações complexas esquizofrenia atribuídas único gene poucos falar influência pessoa cresce vive genes venha identificado significaria condenação doença']"
2001,http://www1.folha.uol.com.br/folha/ciencia/ult306u5529.shtml,"['Folha Online - Ciência - Geneticistas fecham cerco à esquizofrenia - 10/12/2001 08h11', 'Poucas empreitadas científicas foram tão desacreditadas quanto a caçada ao gene, ou genes, da esquizofrenia. Uma hora ele estava no cromossomo 22, outra no 1, no 12, no 13, no 15, no 18 (a espécie humana tem 23 pares deles).', 'O novo estudo, apresentado num congresso de neuropsicofarmacologia no Havaí por Debby Tsuang, da Universidade de Washington (oeste dos EUA), foi o maior naquele país: 166 famílias, com pelo menos dois esquizofrênicos diagnosticados.', 'Um dos resultados mais interessantes foi que as regiões identificadas no cromossomo 15 parecem associar-se com mais frequência a esquizofrênicos de origem européia, e as do 13, aos de ascendência africana. Foi o primeiro levantamento a incluir amostras significativas dos dois grandes grupos populacionais.', 'Essa constatação ajuda a firmar a noção de que perturbações complexas como a esquizofrenia não podem ser atribuídas a um único gene, ou mesmo a poucos.']","['folha online ciência geneticistas fecham cerco esquizofrenia', 'poucas empreitadas científicas desacreditadas caçada gene genes esquizofrenia hora cromossomo espécie humana pares deles', 'estudo apresentado congresso neuropsicofarmacologia havaí debby tsuang universidade washington oeste eua país famílias esquizofrênicos diagnosticados', 'resultados interessantes regiões identificadas cromossomo parecem frequência esquizofrênicos origem européia ascendência africana levantamento incluir amostras significativas grupos populacionais', 'constatação ajuda firmar noção perturbações complexas esquizofrenia atribuídas único gene poucos']"
2001,http://www1.folha.uol.com.br/fsp/opiniao/fz1212200110.htm,"['Estima-se que 1 em cada 4 pessoas deve apresentar um transtorno mental ao longo da vida e que cerca de 34 milhões de brasileiros estão, neste momento, sofrendo por causa de um transtorno mental. O tema tem alcançado maior importância nas últimas décadas, particularmente por causa da alta prevalência de determinados transtornos mentais, como o alcoolismo, a depressão e os quadros fóbico-ansiosos; da gravidade de outros, como a esquizofrenia, o transtorno bipolar e os quadros demenciais; da sobrecarga que os transtornos mentais representam para a família e para a sociedade; do desrespeito a direitos fundamentais dos portadores desses transtornos; e da discriminação a que são constantemente submetidos.']",['pessoas apresentar transtorno mental longo vida cerca milhões brasileiros sofrendo causa transtorno mental tema alcançado importância últimas décadas particularmente causa alta prevalência determinados transtornos mentais alcoolismo depressão quadros gravidade esquizofrenia transtorno bipolar quadros demenciais sobrecarga transtornos mentais representam família sociedade desrespeito direitos fundamentais portadores desses transtornos discriminação constantemente submetidos']
2001,http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u691.shtml,"['Folha Online - Equilíbrio - Unifesp cria site para disseminar informações sobre esquizofrenia - 15/12/2001', 'Familiares e portadores de esquizofrenia poderão trocar e disseminar informações sobre a doença por meio de um site criado pelo Programa de Esquizofrenia do Departamento de Psiquiatria da Unifesp (Universidade Federal de São Paulo).']","['folha online equilíbrio unifesp cria site disseminar informações esquizofrenia', 'familiares portadores esquizofrenia poderão trocar disseminar informações doença site criado programa esquizofrenia departamento psiquiatria unifesp universidade federal paulo']"
2001,http://www1.folha.uol.com.br/fsp/cotidian/ff3012200119.htm,[],[]
2001,http://www1.folha.uol.com.br/fsp/cotidian/ff3012200118.htm,"['Folha de S.Paulo - Entrevista - Esquizofrenia: Identificação precoce pode evitar doença', 'A identificação precoce da esquizofrenia, doença que atinge 1% da população mundial e que não tem cura, e o seu tratamento podem abortar ou retardar os efeitos da síndrome. É a hipótese de uma pesquisa com 1.500 pessoas, que está sendo desenvolvida por cientistas de 23 países, entre eles EUA, Canadá, Japão e Brasil.', 'Segundo ele, um estudo inicial, feito com 80 pessoas, divididas em dois grupos, mostrou que aquelas que receberam medicamentos logo após a detecção dos sinais precoces da esquizofrenia não desenvolveram a doença. Abaixo, trechos da entrevista:', 'A doença atinge basicamente jovens e adolescentes que têm casos de esquizofrenia na família, num momento em que ocorre no cérebro uma destruição das conexões entre as células nervosas para a construção das novas conexões [o fenômeno é conhecido por ""poda das sinapses"", ""proning"", em inglês"", que vão possibilitar ao indivíduo se organizar mentalmente para o resto da vida. Tudo o que atinge o cérebro nesse momento pode provocar danos irreversíveis. A gente consegue controlar hoje, por meio de medicamentos, a maioria dos sintomas esquizofrênicos, mas as vítimas serão indivíduos com cicatrizes de personalidade por toda a vida.', 'Os primeiros resultados de estudos preliminares mostram que, se conseguirmos identificar alguns sintomas precoces da doença antes dos maiores (delírios, alucinações etc.), seria o único momento para abortá-la ou retardá-la. Iniciamos em novembro a fase de traduzir os instrumentos de identificação de sintomas. Na segunda fase, a começar em março, vamos testar esses instrumentos, ou seja, identificar os sinais precoces. A partir daí, na terceira fase, começaremos a medicar essas pessoas e ver o que ocorre dois ou três anos depois, período em que a doença geralmente aparece. Nós fizemos a prova do conceito, uma metodologia moderna para testar a hipótese em pequenos grupos, com 80 pessoas: 40 tomaram o remédio e 40 receberam placebo. No grupo medicado, em dois anos, nenhum indivíduo desencadeou a doença. No outro, 33% dos indivíduos desenvolveram a esquizofrenia.', 'Os sintomas se parecem muito com uma crise de adolescente. O sujeito fica muito retraído, cai a performance escolar, fica trancado dentro do quarto, irrita-se facilmente, dorme de dia e fica acordado à noite, entre outros. Isso tudo sem estar ligado a drogas ou a eventos traumáticos. O indivíduo que tem alguém esquizofrênico na família, em primeiro grau (pai, mãe, irmãos), tem dez vezes mais chances de desenvolver a doença.']","['folha entrevista esquizofrenia identificação precoce evitar doença', 'identificação precoce esquizofrenia doença atinge população mundial cura tratamento abortar retardar efeitos síndrome hipótese pesquisa pessoas sendo desenvolvida cientistas países eua canadá japão brasil', 'estudo inicial feito pessoas divididas grupos mostrou receberam medicamentos detecção sinais precoces esquizofrenia desenvolveram doença abaixo trechos entrevista', 'doença atinge basicamente jovens adolescentes casos esquizofrenia família ocorre cérebro destruição conexões células nervosas construção conexões fenômeno poda sinapses proning inglês possibilitar indivíduo organizar mentalmente resto vida atinge cérebro provocar danos irreversíveis gente consegue controlar hoje medicamentos sintomas esquizofrênicos vítimas serão indivíduos cicatrizes personalidade vida', 'primeiros resultados estudos preliminares mostram conseguirmos identificar sintomas precoces doença maiores delírios alucinações único iniciamos novembro fase traduzir instrumentos identificação sintomas fase começar março vamos testar instrumentos seja identificar sinais precoces daí fase começaremos medicar pessoas ocorre anos período doença geralmente aparece fizemos prova conceito metodologia moderna testar hipótese pequenos grupos pessoas tomaram remédio receberam placebo medicado anos nenhum indivíduo desencadeou doença outro indivíduos desenvolveram esquizofrenia', 'sintomas parecem crise adolescente sujeito fica retraído cai performance escolar fica trancado facilmente dorme dia fica acordado noite drogas eventos traumáticos indivíduo alguém esquizofrênico família grau pai mãe irmãos chances desenvolver doença']"
2001,http://www1.folha.uol.com.br/fsp/cotidian/ff3012200117.htm,[],[]
2001,http://www1.folha.uol.com.br/folha/cotidiano/ult95u43083.shtml,"['Folha Online - Cotidiano - Identificação precoce pode evitar esquizofrenia - 30/12/2001', 'A identificação precoce da esquizofrenia, doença que atinge 1% da população mundial e que não tem cura, e o seu tratamento podem abortar ou retardar os efeitos da síndrome. É a hipótese de uma pesquisa com 1.500 pessoas, que está sendo desenvolvida por cientistas de 23 países, entre eles EUA, Canadá, Japão e Brasil.', 'Segundo ele, um estudo inicial, feito com 80 pessoas, divididas em dois grupos, mostrou que aquelas que receberam medicamentos logo após a detecção dos sinais precoces da esquizofrenia não desenvolveram a doença. Abaixo, trechos da entrevista:', 'A doença atinge basicamente jovens e adolescentes que têm casos de esquizofrenia na família, num momento em que ocorre no cérebro uma destruição das conexões entre as células nervosas para a construção das novas conexões [o fenômeno é conhecido por ""poda das sinapses"", ""proning"", em inglês"", que vão possibilitar ao indivíduo se organizar mentalmente para o resto da vida. Tudo o que atinge o cérebro nesse momento pode provocar danos irreversíveis. A gente consegue controlar hoje, por meio de medicamentos, a maioria dos sintomas esquizofrênicos, mas as vítimas serão indivíduos com cicatrizes de personalidade por toda a vida.', 'Os primeiros resultados de estudos preliminares mostram que, se conseguirmos identificar alguns sintomas precoces da doença antes dos maiores (delírios, alucinações etc.), seria o único momento para abortá-la ou retardá-la. Iniciamos em novembro a fase de traduzir os instrumentos de identificação de sintomas. Na segunda fase, a começar em março, vamos testar esses instrumentos, ou seja, identificar os sinais precoces. A partir daí, na terceira fase, começaremos a medicar essas pessoas e ver o que ocorre dois ou três anos depois, período em que a doença geralmente aparece. Nós fizemos a prova do conceito, uma metodologia moderna para testar a hipótese em pequenos grupos, com 80 pessoas: 40 tomaram o remédio e 40 receberam placebo. No grupo medicado, em dois anos, nenhum indivíduo desencadeou a doença. No outro, 33% dos indivíduos desenvolveram a esquizofrenia.', 'Os sintomas se parecem muito com uma crise de adolescente. O sujeito fica muito retraído, cai a performance escolar, fica trancado dentro do quarto, irrita-se facilmente, dorme de dia e fica acordado à noite, entre outros. Isso tudo sem estar ligado a drogas ou a eventos traumáticos. O indivíduo que tem alguém esquizofrênico na família, em primeiro grau (pai, mãe, irmãos), tem dez vezes mais chances de desenvolver a doença.']","['folha online cotidiano identificação precoce evitar esquizofrenia', 'identificação precoce esquizofrenia doença atinge população mundial cura tratamento abortar retardar efeitos síndrome hipótese pesquisa pessoas sendo desenvolvida cientistas países eua canadá japão brasil', 'estudo inicial feito pessoas divididas grupos mostrou receberam medicamentos detecção sinais precoces esquizofrenia desenvolveram doença abaixo trechos entrevista', 'doença atinge basicamente jovens adolescentes casos esquizofrenia família ocorre cérebro destruição conexões células nervosas construção conexões fenômeno poda sinapses proning inglês possibilitar indivíduo organizar mentalmente resto vida atinge cérebro provocar danos irreversíveis gente consegue controlar hoje medicamentos sintomas esquizofrênicos vítimas serão indivíduos cicatrizes personalidade vida', 'primeiros resultados estudos preliminares mostram conseguirmos identificar sintomas precoces doença maiores delírios alucinações único iniciamos novembro fase traduzir instrumentos identificação sintomas fase começar março vamos testar instrumentos seja identificar sinais precoces daí fase começaremos medicar pessoas ocorre anos período doença geralmente aparece fizemos prova conceito metodologia moderna testar hipótese pequenos grupos pessoas tomaram remédio receberam placebo medicado anos nenhum indivíduo desencadeou doença outro indivíduos desenvolveram esquizofrenia', 'sintomas parecem crise adolescente sujeito fica retraído cai performance escolar fica trancado facilmente dorme dia fica acordado noite drogas eventos traumáticos indivíduo alguém esquizofrênico família grau pai mãe irmãos chances desenvolver doença']"
2002,http://www1.folha.uol.com.br/folha/reuters/ult112u10188.shtml,"['Folha Online - Reuters - Novo medicamento adia recaídas de esquizofrênico, conclui estudo - 02/01/2002', 'Para quem sofre as ilusões e a confusão da esquizofrenia, a questão normalmente não é se os sintomas vão retornar após o tratamento e, sim, quando.', 'Nos Estados Unidos, uma em cada 143 pessoas sobre de esquizofrenia em algum momento da vida. A Aliança Nacional para a Doença Mental estima que o problema afete 2 milhões de norte-americanos.']","['folha online reuters medicamento adia recaídas esquizofrênico conclui estudo', 'sofre ilusões confusão esquizofrenia normalmente sintomas retornar tratamento', 'estados unidos pessoas esquizofrenia algum vida aliança nacional doença mental estima problema afete milhões']"
2002,http://www1.folha.uol.com.br/folha/reuters/ult112u10191.shtml,"['Spielrein, uma judia russa diagnosticada com esquizofrenia na adolescência, tornou-se paciente e depois amante de Carl Gustav Jung. Depois de se curar e terminar seus estudos, ela desenvolveu métodos avançados de psiquiatria infantil, sendo depois assassinada pelas tropas alemãs que ocuparam Rostov, Rússia, em 1942.']",['spielrein judia russa diagnosticada esquizofrenia adolescência paciente amante carl gustav jung curar terminar estudos desenvolveu métodos avançados psiquiatria infantil sendo assassinada tropas alemãs ocuparam rostov rússia']
2002,http://www1.folha.uol.com.br/fsp/mundo/ft0401200215.htm,"['""A dinastia dos Saud [que controla o país"", cuja legitimidade nem sempre é reconhecida, compra sua tranquilidade pagando ordenados a uma hierarquia religiosa"", disse o editorial, de acordo com o qual ""a sociedade saudita é também vítima, de certa maneira, de uma esquizofrenia coletiva: tudo é permitido quando permanece escondido, mas qualquer liberdade declarada, condenável"".']",['dinastia saud controla país legitimidade reconhecida compra tranquilidade pagando ordenados hierarquia religiosa disse editorial acordo sociedade saudita vítima certa maneira esquizofrenia coletiva permitido permanece escondido liberdade declarada condenável']
2002,http://www1.folha.uol.com.br/folha/reuters/ult112u10587.shtml,"['O filme, que retrata a luta real de Nash contra a esquizofrenia, rendeu a Ron Howard o prêmio de melhor diretor, empatado com Baz Luhrmann pelo musical ""Moulin Rouge"".']",['filme retrata luta real nash esquizofrenia rendeu ron howard prêmio melhor diretor empatado baz luhrmann musical moulin rouge']
2002,http://www1.folha.uol.com.br/fsp/opiniao/fz1501200210.htm,"['Um dos principais estímulos à informalidade, sobretudo no caso das zonas norte e oeste do Rio de Janeiro, está na própria legislação urbanística, demasiado burocrática, prolixa e muitas vezes fora da realidade socioeconômica e cultural dessas regiões. O descompasso entre o legal e o real criou uma esquizofrenia cujo resultado foi a explosão da informalidade. Um aspecto crucial da integração desses assentamentos à cidade formal é a criação de regras próprias de uso do solo e de edificabilidade, adaptadas às condições locais e negociadas entre os poderes públicos, as comunidades e os demais interessados.']",['principais estímulos informalidade sobretudo caso zonas norte oeste rio janeiro própria legislação urbanística demasiado burocrática prolixa muitas realidade socioeconômica cultural dessas regiões descompasso legal real criou esquizofrenia resultado explosão informalidade aspecto crucial integração desses assentamentos cidade formal criação regras próprias uso solo edificabilidade adaptadas condições locais negociadas poderes públicos comunidades interessados']
2002,http://www1.folha.uol.com.br/fsp/ciencia/fe2001200202.htm,"['A psicologia está passando por uma profunda revolução. Talvez não apenas a psicologia, mas a nossa compreensão do que seja uma ""doença"" mental e de como ela deve ser tratada. Uso aspas de propósito, pois para muitos a categoria ""doença mental"" não existe. Afinal, como diz o velho adágio, de louco todos temos um pouco. Definir o que significa ser ""normal"" é complicado, pois aqui não existem fórmulas exatas, mas percepções, muitas vezes subjetivas, de estados variados de comportamento. Claro, existem casos extremos, como na esquizofrenia ou em crises psicóticas, nos quais fica claro que a pessoa não está agindo de forma coerente ou é incapaz de garantir a própria segurança ou a daqueles à sua volta. Mas falo aqui de situações menos extremas.']",['psicologia passando profunda revolução psicologia compreensão seja doença mental tratada uso aspas propósito categoria doença mental existe afinal velho adágio louco definir significa normal complicado existem fórmulas exatas percepções muitas subjetivas estados variados comportamento claro existem casos extremos esquizofrenia crises psicóticas fica claro pessoa agindo coerente incapaz garantir própria segurança daqueles volta falo situações extremas']
2002,http://www1.folha.uol.com.br/folha/ciencia/ult306u5830.shtml,"['Definir o que significa ser ""normal"" é complicado, pois aqui não existem fórmulas exatas, mas percepções, muitas vezes subjetivas, de estados variados de comportamento. Claro, existem casos extremos, como na esquizofrenia ou em crises psicóticas, nos quais fica claro que a pessoa não está agindo de forma coerente ou é incapaz de garantir a própria segurança ou a daqueles à sua volta. Mas falo aqui de situações menos extremas.']",['definir significa normal complicado existem fórmulas exatas percepções muitas subjetivas estados variados comportamento claro existem casos extremos esquizofrenia crises psicóticas fica claro pessoa agindo coerente incapaz garantir própria segurança daqueles volta falo situações extremas']
2002,http://www1.folha.uol.com.br/folha/ilustrada/ult90u20667.shtml,"['Crowe, 37, foi premiado por sua convincente interpretação do gênio matemático John Forbes Nash Jr., que durante anos lutou contra a esquizofrenia e, depois de vencer a doença, ganhou o Prêmio Nobel de Economia, no filme ""A Beautiful Mind"".']",['crowe premiado convincente interpretação gênio matemático john forbes nash jr durante anos lutou esquizofrenia vencer doença ganhou prêmio nobel economia filme beautiful mind']
2002,http://www1.folha.uol.com.br/folha/reuters/ult112u10937.shtml,"['O filme, que conta a história do matemático John Forbes Nash Jr., tem como tema a esquizofrenia e a fina linha entre a genialidade e a doença mental. O filme conseguiu o maior número de estatuetas - quatro.']",['filme conta história matemático john forbes nash jr tema esquizofrenia fina linha genialidade doença mental filme conseguiu estatuetas']
2002,http://www1.folha.uol.com.br/folha/ilustrada/ult90u20729.shtml,"['""Uma Mente Brilhante"", que conta a história de um gênio da matemática contra a esquizofrenia, conquistou Globos de Ouro nas categorias melhor filme, melhor ator (Russell Crowe), melhor atriz coadjuvante (Jennifer Connelly) e melhor roteiro.']",['mente brilhante conta história gênio matemática esquizofrenia conquistou globos ouro categorias melhor filme melhor ator russell crowe melhor atriz coadjuvante jennifer connelly melhor roteiro']
2002,http://www1.folha.uol.com.br/folha/reuters/ult112u11213.shtml,"['Russell Crowe foi indicado ao prêmio de melhor ator por ""Uma Mente Brilhante"", sobre um matemático genial que sofre de esquizofrenia. O papel já lhe valeu um Globo de Ouro.']",['russell crowe indicado prêmio melhor ator mente brilhante matemático genial sofre esquizofrenia papel valeu globo ouro']
2002,http://www1.folha.uol.com.br/fsp/ilustrad/fq3001200211.htm,"['Conta a história do matemático esquizofrênico John Forbes Nash Jr., 73, ganhador do Prêmio Nobel de Economia de 1994 e ex-professor da Universidade de Princeton, em Nova Jersey, onde ainda hoje dá expediente alguns dias da semana. Ele é a tal mente brilhante (ou bela, no original).', '* Não é mencionado que seu segundo filho, o único que aparece, também sofre de esquizofrenia;']","['conta história matemático esquizofrênico john forbes nash jr ganhador prêmio nobel economia universidade princeton jersey hoje expediente dias semana mente brilhante bela original', 'mencionado filho único aparece sofre esquizofrenia']"
2002,http://www1.folha.uol.com.br/folha/ilustrada/ult90u20911.shtml,"['Conta a história do matemático esquizofrênico John Forbes Nash Jr., 73, ganhador do Prêmio Nobel de Economia de 1994 e ex-professor da Universidade de Princeton, em Nova Jersey, onde ainda hoje dá expediente alguns dias da semana. Ele é a tal mente brilhante (ou bela, no original).', '* Não é mencionado que seu segundo filho, o único que aparece, também sofre de esquizofrenia;']","['conta história matemático esquizofrênico john forbes nash jr ganhador prêmio nobel economia universidade princeton jersey hoje expediente dias semana mente brilhante bela original', 'mencionado filho único aparece sofre esquizofrenia']"
2002,http://www1.folha.uol.com.br/fsp/equilibrio/eq0702200217.htm,['Tem um ou mais de um dos seguintes problemas: hepatite; câncer; HIV; hipotireoidismo; hipertireoidismo; esquizofrenia; bulimia; anorexia nervosa; alcoolismo; esclerose múltipla; lúpus; fibromialgia; hipertensão; depressão?'],['seguintes problemas hepatite câncer hiv hipotireoidismo hipertireoidismo esquizofrenia bulimia anorexia nervosa alcoolismo esclerose múltipla lúpus fibromialgia hipertensão depressão']
2002,http://www1.folha.uol.com.br/fsp/mundo/ft0802200204.htm,"['No entanto, agora, os advogados defendem essa nova versão. Segundo eles, traumatizado pelos ataques contra o World Trade Center e o Pentágono e sofrendo de esquizofrenia, Powell ficou indignado quando Wessel defendeu o Taleban e disse que os EUA estavam errados.']",['entanto advogados defendem versão traumatizado ataques world trade center pentágono sofrendo esquizofrenia powell ficou indignado wessel defendeu taleban disse eua estavam errados']
2002,http://www1.folha.uol.com.br/fsp/ilustrad/fq1302200213.htm,"['""Uma Mente Brilhante"", sobre o matemático esquizofrênico que ganhou o Nobel, recebe oito indicações; filme entra em cartaz hoje', 'Vencedor do prêmio Nobel em 1994, Nash viveu uma turbulenta vida acadêmica, misturando arroubos de genialidade com momentos de total vulnerabilidade e aflição, por sofrer de esquizofrenia. Em entrevista à Folha, Howard conta que ficou temeroso de mostrar o filme pronto a Nash.']","['mente brilhante matemático esquizofrênico ganhou nobel recebe indicações filme entra cartaz hoje', 'vencedor prêmio nobel nash viveu turbulenta vida acadêmica misturando arroubos genialidade momentos total vulnerabilidade aflição sofrer esquizofrenia entrevista folha howard conta ficou temeroso mostrar filme pronto nash']"
