Jornal,Link,metaforico,paragrafos_resgatados
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002742159",1,"['Incrível a ingenuidade ou o péssimo negociador que demonstra ser o presidente Jair Bolsonaro (PSL-RJ). É a segunda vez que o presidente escorrega feio quando fala sobre a reforma da Previdência. Na primeira, no início de janeiro deste ano, diferente da proposta da sua equipe econômica que era aposentadoria aos 65 anos para ambos os sexos, de forma irresponsável afirmou que aprova como proposta 57 anos para mulher e 62 anos para o homem, quando a proposta de Michel Temer, já discutida e aprovada nas comissões da Câmara, era de 62 para mulher e 65 para o homem. \xa0Porém, e em boa hora, este confuso Bolsonaro, quando da entrega no mês de fevereiro da proposta da reforma de seu governo ao Congresso, se não acolheu na íntegra a do ministro Paulo Guedes, autorizou 62 anos para mulher e 65 para o homem. Ou seja, as mesmas idades da proposta de Temer. \xa0Mas o nosso presidente, como se estivesse sofrendo de amnésia, na quinta-feira falando com jornalistas, no Planalto, infelizmente disse que estaria disposto a discutir com o Congresso a redução para 60 anos da idade de aposentadoria das mulheres. Com essa atuação insegura ou esquizofrênica de Jair Bolsonaro, a reforma da Previdência, se sair, será completamente desfigurada. E isso pode significar um péssimo resultado para as contas públicas e o crescimento econômico do País.']"
Estadão,"https://opiniao.estadao.com.br/noticias/espaco-aberto,desvendando-o-enigma-brasil,70002741215",1,"['A culpa da desinformação é toda nossa e de nosso olhar sobre nós mesmos. Somos um país egocêntrico, cujos problemas são produzidos localmente e com muito esmero. Mantemos, ainda, uma relação esquizofrênica: ora somos os maiores do mundo em algumas coisas, ora somos a lata de lixo da humanidade. Faltam-nos equilíbrio e isenção ao tratarmos de nós mesmos.']"
Estadão,"https://cultura.estadao.com.br/noticias/televisao,o-brasil-nao-se-considera-um-pais-latino-americano-diz-caco-ciocler,70002729805",1,"['“Essa é uma coisa meio esquizofrênica. Eu já tinha um pouco a cabeça de diretor atuando, o que era um problema. As marcas que eu não faria já eram um incômodo para mim. Isso tornou a questão mais problemática, no bom e no mal sentido.”']"
Estadão,"https://brasil.estadao.com.br/noticias/geral,menino-veste-azul-e-menina-veste-rosa-e-metafora-para-respeitar-o-que-e-natural-diz-secretaria,70002668135",1,"['""O que ela quer dizer é que a gente vai procurar acentuar o que é próprio de cada um. A gente não vai construir uma outra identidade esquizofrênica dentro dela, vai respeitar o que é natural naquele ser humano.""', 'Culturalmente, o azul foi utilizado mais para meninos e rosa, para meninas. Tem o outubro rosa, novembro azul. Nesse sentido, uma pessoa não vai ter uma identidade porque usa algo azul. Mas o que ela quer dizer é que a gente vai procurar acentuar o que é próprio de cada um. Se o bebê nasce com o sexo feminino, ela vai ser potencializada daquela forma. Ou seja, a gente não vai construir uma outra identidade esquizofrênica dentro dela, vai respeitar o que é natural naquele ser humano.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002630697",1,"['Os sete ministros do STF que votaram a favor do reajuste de 16,38% no próprio salário cometeram um pecado antipatriótico imperdoável: em atitude francamente egocêntrica, elitista e esquizofrênica, deram as costas aos 12 milhões de desempregados e à grave recessão econômica do País. Guardadas as devidas proporções, em nada diferiram do comportamento do presidente da Venezuela, Nicolás Maduro, ao ser flagrado comendo churrasco em restaurante de luxo em Istambul, enquanto seu povo morria, e morre, de fome. Todos nós sabemos, estes ministros inclusive, que quem mais sofre com esta crise é a parte mais frágil e carente da população e é por respeito a estes cidadãos que sacrifícios são necessários. Os magistrados de fato praticaram o fundamento da ""justiça cega"": fecharam os olhos à opinião pública, à crise, ao Brasil.']"
Estadão,"https://cultura.estadao.com.br/noticias/televisao,debate-house-of-cards-sobreviveu-sem-kevin-spacey,70002620384",1,"['A dura missão dos roteiristas, a de colocar em pé e funcionando uma história que parecia bem terminada no final da 5.ª temporada, levou o time de escritores a optar por saídas surreais – até a possibilidade de um fantasma assombrando a Casa Branca é insinuada. Grande prejuízo. Desapareceram a sensualidade e a transgressão prontas para saltar no vídeo a cada sequência. Há líderes do governo americano que morrem, não morrem, e depois morrem de fato. A revelação apenas sugerida da ligação esquizofrênica entre Frank Underwood e Doug Stamper, o mais antigo agente de sua vontade, somado ao uso da ameaça nuclear como ferramenta de preservação do poder – é tudo uma baita bagunça. O desfecho encenado no Salão Oval por Doug e Claire é de dar vergonha em autor de novela coreana. Saudade do enredo cafajeste das cinco primeiras temporadas.']"
Estadão,"https://economia.estadao.com.br/noticias/geral,festa-no-ceu,70002596266",1,"['Na agenda política, também há uma certa esquizofrenia. Ao mesmo tempo que jura obediência à Constituição, Bolsonaro confirma os temores de uma atuação mais autoritária com a declaração de que poderia utilizar verbas oficiais para enquadrar a imprensa. A reação do STF a qualquer iniciativa que pudesse ferir liberdade de expressão, de associação e liberdade da imprensa foi rápida e unânime, até pacificando o Supremo.']"
Estadão,https://emais.estadao.com.br/blogs/ser-mae/a-escola-sem-partido-tem-partido/,1,"['. A coisa anda tão esquizofrênica (perdão aos que sofrem de esquizofrenia) que, mês passado, discípulos dessa tese que pretende transformar os professores em amebas, como bem definiu Frei Betto em um']"
Estadão,"https://emais.estadao.com.br/noticias/geral,giovanna-grigio-fala-sobre-paixao-por-quadrinhos-e-elege-seus-preferidos,70002558421",1,"['Por que as sociedades alimentaram uma relação tão esquizofrênica com a vagina ao longo dos séculos? Por que a menstruação é um tema apagado de nossa cultura quando costumava ser algo sagrado para os povos ancestrais? A origem do mundo escancara interditos e desafia mitos e tabus. Um livro genial, catártico e absolutamente necessário.']"
Estadão,https://cultura.estadao.com.br/blogs/babel/chega-se-mais-facilmente-a-marte-do-que-ao-nosso-semelhante-disse-saramago-ao-ganhar-o-premio-nobel-ha-20-anos/,1,"['Neste meio século não parece que os governos tenham feito pelos direitos humanos tudo aquilo a que moralmente estavam obrigados. As injustiças multiplicam-se, as desigualdades agravam-se, a ignorância cresce, a miséria alastra. A mesma esquizofrénica humanidade capaz de enviar instrumentos a um planeta para estudar a composição das suas rochas, assiste indiferente à morte de milhões de pessoas pela fome. Chega-se mais facilmente a Marte do que ao nosso próprio semelhante.']"
Estadão,https://educacao.estadao.com.br/blogs/ana-maria-diniz/day-after/,1,"['Estamos todos no mesmo barco, você consegue perceber isso? Muitas das pessoas que eu conheço não conseguem e daí é um problemaço. Nas conversas esquizofrênicas que escuto por aí, há até quem queira que as coisas piorem cada vez mais somente para provar seu ponto – e não vê que isso, na verdade, é um tiro no pé – ou no coração. Podemos colocar muito, talvez tudo, a perder com esse pensamento.']"
Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/eleicoes-e-as-propostas-para-a-reforma-tributaria-no-brasil/,1,"['Ao peneirar os programas dos candidatos a presidente da República, encontramos suas propostas para este tema. Vale antecipar que nenhum deles é suficiente claro e objetivo ao falar da esquizofrênica estrutura tributária brasileira. Estamos muito distantes das consolidadas experiências dos países desenvolvidos e mesmo dos países em desenvolvimento. Todos, há anos, têm uma estrutura básica que taxa consumo (geralmente o IVA), o patrimônio (heranças é fortemente tributada nesses países) e a renda (imposto para pessoas jurídicas e físicas).', 'Parece inevitável que seja reimplementada a tributação da distribuição de lucros e dividendos. Os candidatos que não tem a recriação do imposto de renda sobre os lucros já verbalizaram essa possibilidade. Acontece que essa proposta aumenta a esquizofrenia do sistema tributário.']"
Estadão,"https://politica.estadao.com.br/noticias/geral,amor-e-odio-na-eleicao,70002506944",1,"['a entrevista mais política, contundente e eficaz da campanha tucana, dizendo que Bolsonaro é um “engodo liberal”, como Hugo Chávez foi na Venezuela, e lembrando a esquizofrenia da campanha do capitão: o candidato é “estatizante e corporativo”, já o seu “Posto Ipiranga”, o economista liberal Paulo Guedes, é “mitômano” e não vai mandar nada.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002493800",1,"['A tentativa de homicídio contra o candidato do PSL à Presidência da República, Jair Bolsonaro, por um lunático ex-filiado do PSOL que disse estar “em missão divina”, foi até este momento o ápice do estado esquizofrênico em que o Brasil se encontra, fruto da divisão entre brasileiros pregada por Lula e pelo PT nos últimos 15 anos, e alimentada freneticamente por Bolsonaro nesta campanha, inclusive também dizendo ser um “enviado de Deus”. Apesar disso, todos o vimos pegar um tripé de câmera e pregar o “fuzilamento da petralhada”. Com a autoridade de quem combate o PT há três décadas, afirmo que eu não desejo fuzilar nenhum “petralha”, especialmente porque acredito que meus argumentos e minhas ideias são melhores que os do PT. Também não comungo das propostas de Bolsonaro e sei que é possível vencê-lo sem o uso de violência ultrajante e inaceitável, como esta sofrida por ele. Felizmente, ao que parece, não haverá maiores sequelas desse ataque covarde, porém que isso sirva para Bolsonaro serenar o seu discurso radical e violento, assim como seus fanáticos apoiadores. Sublinho que a sorte que teve o deputado não esteve com Marielle Franco e seu motorista Anderson Gomes, no atentado fatal que sofreram no Rio de Janeiro este ano, e lembrar que ela também era do PSOL quando foi brutalmente assassinada por criminosos muito mais perigosos que este que atingiu o atual líder nas pesquisas. Portanto, ou os homens públicos deste país baixam a bola e valorizam a paz e a democracia, ou vamos terminar todos mortos como no epílogo épico do filme de Quentin Tarantino “Cães de aluguel”. Portanto, é chegada a hora de valorizarmos a democracia, as pessoas e a vida, aceitando que política não é vale tudo, mas, sim, a arte do impossível.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,vexame-no-mercado,70002314899",1,"['Seria possível, talvez, argumentar a favor dessa hipótese com base na inflação baixa e na perda de impulso da recuperação econômica. Mas seria preciso, nesse caso, atribuir à autoridade monetária um sangue-frio notável, ou até uma inesperada irresponsabilidade, em face da crescente pressão cambial e da perda de atrativo dos emergentes. A pressão cambial, assim como a crescente aversão ao risco entre os aplicadores internacionais, já se havia convertido, no entanto, num dos principais assuntos do próprio mercado. Tudo isso parece um estranho episódio de esquizofrenia.']"
Estadão,"https://politica.estadao.com.br/noticias/eleicoes,o-voo-solo-de-alvaro-dias-rumo-ao-centro,70002306342",1,"[': Manuela Dávila (PCdoB), Henrique Meirelles (MDB), Ciro Gomes (PDT) e Guilherme Boulos (PSOL). Sentiu-se à vontade ao fazer coro as críticas ao governo Temer ao lado de Ciro, Boulos e Manuela. “O debate ideológico no Brasil é esquizofrênico. Fica difícil carimbar alguém como esquerda, direita ou centro, já que a anarquia partidária é complexa”, disse o senador que segue uma campanha sem compromissos e também fala em unificar o vasto espectro político.']"
Estadão,"https://economia.estadao.com.br/noticias/geral,shopping-muda-de-foco-e-abriga-igreja-no-estabelecimento,70002296397",1,"['Para a diretora executiva do Ibope Inteligência, Marcia Sola, os shoppings novos estão “esquizofrênicos”. “Trouxeram outras coisas, a fim de minimizar a sensação de tapumes.”']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002284060",1,"['Há algo de definitivamente muito estranho no reino do STF, particularmente por parte de alguns ministros da Segunda Turma, que reverteram suas próprias decisões ao retirar do juiz Sérgio Moro as provas da Odebrecht relativas a dois processos contra o ex-presidente Lula. Não é difícil perceber que não há, na argumentação destes ministros, tecnicalidade convincente que justifique tal reversão. O ministro Dias Toffoli afirmou que “o inconformismo deve ser acolhido” referindo-se aos embargos da defesa de Lula. Ora, se isto é verdade, como fica o inconformismo da opinião pública perante a esquizofrenia do Supremo?']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,descaminhos-e-batalhas-do-reformismo,70002277566",1,"['Nos séculos 19 e 20 a esquerda se dividiu, de forma esquizofrênica, opondo reforma à revolução. Quando admitiu o lugar das reformas em suas estratégias, cujo horizonte mais visível eram os programas de estatização da economia, revelou que ainda concebia a proposição de reformas como antessala da revolução. Os políticos e ideólogos de esquerda que haviam aderido ao sistema da democracia adotavam, em geral, uma espécie de visão revolucionária das reformas. Foi o que se passou tanto com a social-democracia europeia (até o congresso de Godesberg de 1959, quando abandonou o marxismo) quanto com Salvador Allende, no Chile, entre 1970 e 1973. Não à toa, alguns analistas irão qualificá-lo']"
Estadão,"https://politica.estadao.com.br/noticias/geral,bispo-que-presidiu-ato-no-sindicato-dos-metalurgicos-diz-que-aceitaria-convite-de-novo,70002265468",1,"['APARECIDA\xa0- “Estamos vivendo um momento esquizofrênico”, disse nesta quarta-feira, 11,\xa0ao']"
Estadão,"https://emais.estadao.com.br/noticias/comportamento,interprete-de-libras-no-julgamento-de-lula-diz-que-ficou-assustada-com-repercussao-na-internet,70002262429",1,['cara eu acho que o maior herói de ontem foi a moça de libras que ficou 10 horas traduzindo as falas esquizofrênicas dos ministros do stf']
Estadão,"https://alias.estadao.com.br/noticias/geral,peca-usa-adam-smith-para-abordar-dilemas-americanos,70002238513",1,"['é uma história americana sem paralelos. No centro dela estão “duas ideias esquizofrênicas sobre cultura americana”, diz Norris. Por um lado, existe um certo desdém libertário em relação ao governo e a convicção de que cada um é livre para buscar os próprios interesses; por outro, há a herança do puritanismo, que vê os americanos não apenas como indivíduos, mas como cidadãos obrigados, de certa forma, a se ajudarem uns aos outros. “Como são ideias irreconciliáveis, vivemos em eterno conflito neste país”, afirma Norris. Ele acrescenta que essa tensão fundamental entre direitos e obrigações, entre se dar bem e ser justo, pode ter passado meio despercebida para o público britânico, que em sua maioria já aceitou obrigações como pagar impostos para que o país possa ter um serviço nacional de saúde. “Já nos Estados Unidos, não se pode nem exigir de alguém que registre sua arma porque isso seria ir contra seus direitos.”']"
Estadão,"https://alias.estadao.com.br/noticias/geral,caixa-reune-seis-filmes-restaurados-de-luis-bunuel,70002230131",1,"['Relembrar Buñuel desperta uma questão preponderante. Sua estética surrealista, radical à época, hoje não expressa meramente o que repousa nas quinas obscuras da inconsciência. O cineasta se tornou profeta, se visto pela perspectiva de nosso tempo. Seu surrealismo se tornou simbolismo de uma dita pós-modernidade e, ora, nos parece a representação alegórica das esquizofrênicas instituições contemporâneas.']"
Estadão,https://brasil.estadao.com.br/blogs/estadao-podcasts/estadao-noticias-alvaro-dias-rejeita-tese-da-bipolarizacao-pt-e-psdb-estao-condenados/,1,"['Na conversa aqui no ‘Estadão Notícias’, que contou com a participação do repórter de Política do ‘Estado’, Pedro Venceslau, Álvaro Dias diz não acreditar na candidatura de Lula, afirma que PT e PSDB estão condenados na opinião pública e se coloca como um aglutinador de teses da direita e da esquerda. “Há uma esquizofrenia nesse debate sobre esquerda e direita. Eu creio em teses da direita e também da esquerda. Na direita, por exemplo, eu entendo que é preciso reduzir o tamanho do Estado. Mas também incorporo teses da esquerda, de que é preciso distribuir melhor a renda e reduzir as desigualdades sociais.\xa0Portanto, fica difícil hoje no Brasil receber esse carimbo. Acho que por somar os dois lados, estabelecer convergência, eu posso ser considerado de centro”, declara. Ouça no player acima.']"
Estadão,"https://politica.estadao.com.br/noticias/geral,candidatura-temer-e-encenacao-obra-do-marketing-oficial,70002222177",1,"['A bipolarização fica para o segundo turno. No primeiro turno teremos a pulverização, o debate de ideias. A disputa da extrema esquerda com a extrema direita se esgotou. Os brasileiros exigem dose mais forte de pragmatismo em vez dessa discussão esquizofrênica entre extrema esquerda e extrema direita. Que briguem os extremados, mas a maioria dos brasileiros deseja equilíbrio.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002213540",1,"['Se o governador Geraldo Alckmin realmente almeja se eleger presidente deste país em outubro, precisa enterrar já esse projeto esquizofrênico da Agência Reguladora de Saneamento e Energia de São Paulo (Arsesp) que pretende criar um gatilho para reajuste da conta de água a fim de melhorar a lucratividade da Sabesp. Ora, se falar em gatilho já dá arrepios e lembra triste período de hiperinflação no País, neste caso, só para beneficiar a Sabesp, vai punir justo o consumidor que reduzir o consumo do precioso líquido?! Ou seja, o tal gatilho será aplicado quando o consumo geral tiver queda brusca, ou de 10%. No lugar de prêmio, castigo?! É bom lembrar que há quatro anos, antes do período crítico de estiagem, a demanda nas regiões servidas pela Sabesp era de 71,4 mil litros por segundo e hoje, para atender 21 milhões de pessoas, caiu para 60,9 mil l/s. Isso significa que, reconhecendo o problema, o povo paulista está colaborando. E agora, em troca, a Sabesp vem com uma ideia estúpida dessas? Isso é terror social!']"
Estadão,https://esportefera.com.br/blogs/dois-dribles/a-disputa-pelo-ultimo-lugar-e-a-mais-emocionante-da-nba-hoje/,1,"['O ‘tank’, prática de tentar ter a pior campanha possível para conseguir subir algumas posições no draft seguinte, não é novidade nenhuma, mas é inédito que tantos times estejam em condições de conseguir a primeira escolha. Some a estes seis – Phoenix Suns, Atlanta Hawks, Dallas Mavericks, Orlando Magic, Sacramento Kings e Memphis Grizzlies – a dupla Brooklyn Nets (que não tem direito a sua próxima escolha de draft, que hoje pertence ao Cleveland Cavaliers, mas é incapaz de ganhar jogos) e Chicago Bulls (que depois de um período esquizofrênico em que ganhou vários jogos, voltou à realidade de perder maior parte dos jogos), que estão a uma ou duas vitórias de distância do batalhão mais perdedor da liga.']"
Estadão,"https://alias.estadao.com.br/noticias/geral,a-vida-radioativa-de-um-cineasta-brasileiro-radicado-na-hungria,70002190982",1,"['Dizem que a linha entre ficção e realidade é tênue, e o constatamos todos os dias nas redes sociais, onde se proliferam as modas do momento: fake news, guerras de ideologia e linchamentos virtuais que alimentam a libido cultural das novas gerações. No entanto, esta esquizofrenia da realidade pode se tornar alimento de uma estética muito pessoal. Para o poeta e cineasta carioca Márcio-André, a tal linha da ficção simplesmente não existe.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002176498",1,"['Para não dizer esquizofrênica, é no mínimo curioso o comportamento do líder do RenovaBR, Eduardo Mufarej. Em seguidas entrevistas, insistiu que é impossível encontrar um político experiente e honesto ao mesmo tempo. Exige transparência dos bolsistas do seu programa e não exerce enquanto instituição, tampouco faz ou cobra autocrítica histórica dos poucos empresários autodeclarados apoiadores do fundo cívico eleitoral. E ontem, no encontro do Credit-Suisse, conforme reportagem do “Estadão”, revelou receio com as dúvidas e a insegurança na sociedade, emendando pregação por convergência. Eduardo, que tal começar cuidando da sua cozinha? Fica a dica.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002171787",1,"['Nem em pensamento o governador de São Paulo deve abrir a possibilidade de apoiar, para o governo do Estado, o seu vice Marcio França (PSB), como está sendo divulgado pela imprensa. Em troca, Alckmin garantiria apoio do PSB à sua candidatura ao Planalto. Isso é arriscado politicamente, mesmo porque a sigla do seu vice, histórica umbilicalmente foi sempre ligada ao PT, a ponto de o seu presidente, Carlos Siqueira, recentemente ter dito que apoia Lula e criticado duramente a celeridade da tramitação do julgamento no TRF-4 do corrupto ex-presidente da República. Assim, se Geraldo Alckmin desprezar apoio a um candidato do próprio PSDB, que há 24 anos está no poder do Estado, vai constranger históricos aliados e gerar um racha dentro do partido, que hoje inclusive carece de unidade. Pior ainda: vai desagradar ao maior colégio eleitoral do País, São Paulo, com seus mais de 32 milhões de eleitores. Acorde, Alckmin! O caminho para o Planalto está aberto. Principalmente agora, que o picareta Lula está inelegível. E, pela probidade, capacidade de diálogo e grande experiência na administração pública, Geraldo Alckmin é o único capaz de unificar o País e promover grandes reformas e desenvolvimento. Portanto, este suposto apoio a um candidato do PSB para governar São Paulo não passa de uma decisão esquizofrênica e politicamente improdutiva.']"
Estadão,"https://alias.estadao.com.br/noticias/geral,antologia-reune-ensaios-sobre-a-vida-e-a-obra-de-franz-schubert,70002165751",1,"[', de 1987, chama de “caráter curiosamente esquizofrênico da sociedade vienense da época: de um lado uma burocracia gigantesca, mas ineficiente; e, de outro, uma classe média civilizada e tolerante, dedicada às atividades artísticas”. Desde 1815 era censor, portanto, “ao mesmo tempo poeta amante da liberdade e zeloso censor de livros”. Em 1831 tentou suicidar-se atirando-se no Danúbio mas foi salvo (como Schumann 23 anos mais tarde). Em 1836, atirou-se da janela do Departamento de Censura, morrendo 40 horas depois.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002167346",1,"['As declarações grotescas, arrogantes e desrespeitosas proferidas pela senadora Gleisi Hoffmann após a confirmação da condenação de Lula não merecem a mínima atenção. No entanto, vale a pena ressaltar que estes mesmos ideais republicanos nos quais a senadora cospe despudoradamente ao desconfiar dos três desembargadores e do judiciário como um todo, são os mesmos que a conduziram pelo voto livre e direto à posição que ela ocupa atualmente. Portanto, o caso de Gleisi - ré na Lava Jato, não custa lembrar - é de clara esquizofrenia. Se ela fosse coerente - o que não é - renunciaria imediatamente ao seu cargo. E não faria a mínima falta nem para o seu partido.']"
Estadão,"https://cultura.estadao.com.br/noticias/literatura,uruguaia-cristina-peri-rossi-autora-de-espacos-intimos-trata-do-desprezo-sofrido-por-escritoras,70002153526",1,"['Sim, há algum desprezo em alguns escritores e jornalistas, e é parte da cultura patriarcal: a mulher é inferior ao homem, portanto, se você escrever, sua obra será inferior. Embora seja completamente esquizofrênico, aos homens responsáveis pelas maiores violências da humanidade lhes é atribuída a razão e às mulheres, o sentimento, a emoção. Se assim fosse, toda a arte seria feminina, uma vez que a emoção e a arte são seus espaços privilegiados. Ou será que todos os artistas eram gays? Antonio Machado disse: “A inteligência nunca escreveu um verso”. Os nazistas eram profundamente racionais: nunca tremiam antes de matar uma judia ou um socialista. A razão gera monstros, se a emoção e o sentimento forem eliminados. A literatura precisa de ambas as coisas, emoção e razão. Agora, uma vez que os editores descobriram (tardiamente) que as mulheres leem muito mais do que os homens, eles estão mais dispostos a editar escritoras.']"
Estadão,https://politica.estadao.com.br/blogs/blog-do-fucs/ana-carla-abrao-temos-de-reinventar-a-maquina-publica/,1,"['Eu digo que a reforma tributária está para o Brasil de hoje como o Plano Real esteve para o Brasil na década de 1990. O nosso sistema tributário drena produtividade, eficiência, gera um desperdício enorme de recursos e de agenda. A gente precisa resolver isso. É fundamental. Na hora em que se limpar essa agenda, essa esquizofrenia tributária em que vivemos, vai abrir espaço para agendas muito importantes. Uma vez um empresário me disse: “Ana, a carga tributária no Brasil é alta. Mas se ela custasse só a carga tributária eu estaria de feliz. O problema é que ela me custa um departamento de advogados tributários, três escritórios externos que eu tenho de contratar, inúmeras ações no Carf (Conselho Administrativo de Recursos Fiscais), no Cade (Conselho Administrativo de Defesa Econômica) e horas dos meus executivos discutindo a questão, fora os caminhões que trançam o Brasil inteiro para que a guerra fiscal faça algum sentido. Dado isso, quando olho o projeto que está sendo discutido hoje no Congresso, eu tenho muito medo, porque ele não resolve o problema na sua essência e o que a gente precisa não é só resolver guerra fiscal, mas simplificar o sistema como um todo. A gente tem de migrar para um sistema que seja mais racional. O Bernard Appy (economista, ex-secretário de Política Econômica do Ministério da Fazenda) tem uma proposta fantástica, que cria uma Imposto sobre Valor Agregado federal, que acaba com guerra fiscal, mas tem uma fase de transição para o novo modelo. Agora, paralelamente, a gente tem de discutir, sim, uma política de desenvolvimento regional. Não dá para achar que Goiás vai ter a mesma capacidade de atrair empresas e investimentos que São Paulo. Então, a gente precisa lidar com as desigualdades regionais de uma forma objetiva, que não seja com a criação de fundos de desenvolvimento Brasil afora.']"
Estadão,https://politica.estadao.com.br/blogs/neumanne/ducha-de-agua-fria/,1,"['De fato, foi mesmo uma ducha de água fria que pôs em dúvida a afirmação, que na verdade roubei de gente que entende de economia muito mais do que eu, como nosso companheiro Celso Ming, colunista diário de economia no nosso Estadão. Ontem, antes do anúncio, passei pela sala de Celso e conversei com ele a respeito. Aduzi que a esquizofrenia do governo Temer impediu que ele comemorasse adequadamente a notícia da inflação em queda vertiginosa por estar preocupado apenas na briga até agora inglória e infrutífera para manter o PTB do ex-presidiário Roberto Jefferson na base do governo nomeando a filha dele, Cristiane Brasil, para o Ministério do Trabalho. Celso acrescentou algumas observações muito lúcidas como de hábito dando-me mais dados para meus argumentos. Ontem mesmo ficamos sabendo que a safra agrícola foi a segunda maior de todos os tempos, o que indica que mais uma vez a agroindústria é nossa exceção à regra da crise, nossa galinha dos ovos de ouro. Nos últimos dias outra surpresa foi a notícia da recuperação da produção industrial, muito alvissareira. Celso me contou o que eu não tinha conhecimento: que os investimentos externos diretos no Brasil foram calculados em novembro passado que seriam de 75 bilhões de dólares, com expectativa de alcançarem 80 bilhões de dólares este ano, o que significa quase dez vezes o déficit nominal de nossa balança, de 9 bilhões de dólares, sem considerar juros das dívidas. Celso também lembrou a estabilidade do câmbio e o humor razoável do mercado de capitais entre as boas novas do ano que acabou. Seria natural que Temer comemorasse esses feitos, não deixando o anúncio por conta exclusiva de Henrique Meirelles, ministro da Fazenda, mas contando com uma comunicação mais efetiva do que a péssima campanha publicitária que está no ar e contestada pela Justiça. Mas não. Em vez disso, o governo preferiu encenar a peça deplorável da posse adiada da filha do dono do PTB no Palácio do Planalto e num restaurante onde ela e o pai receberam convidados para a posse que não houve. Com a devida vênia, isso só pode ser atribuído à burrice.']"
Estadão,https://emais.estadao.com.br/blogs/ruth-manus/defender-pabllo-vittar-e-um-ato-politico/,1,"['Vivemos num país com um executivo, um legislativo e um judiciário tomados quase em sua integridade por homens, brancos, conservadores na casa dos 50 anos. Por outro lado, as figuras mais influentes e com mais sucesso nesse mesmo país são esses cantores, representando a liberdade sexual, o direito de ser dono do próprio corpo e a ausência do medo do julgamento alheio. Há algo muito, muito esquizofrênico nas questões de representatividade no Brasil.']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002133334",1,"['Felizmente o Brasil, nesta era Temer, não se submete mais, como de cócoras ficavam Lula e Dilma, aos horrores antidemocráticos dos governos venezuelanos do já falecido Hugo Chávez e do atual Nicolás Maduro. Nesse sentido, o Planalto tomou decisão acertada ao declarar o embaixador da Venezuela, Antônio Delgado Maldonado, ""persona non grata"", expulsando-o do nosso país. Isso porque, sem motivo algum, o ditador Maduro expulsou neste final de ano o embaixador brasileiro no país vizinho, Ruy Pereira. Este esquizofrênico e desumano presidente venezuelano, além de transformar o seu País num caos total, fica também cada vez fica mais isolado, sem apoio internacional, e pouco se lixa para que seu povo viva humilhado, sem encontrar alimento nos supermercados e remédios nas farmácias e hospitais, como tampouco se importa com suas crianças morrendo desnutridas.']"
Estadão,"https://politica.estadao.com.br/noticias/geral,para-gilmar-atos-antecipados-de-campanha-de-lula-e-bolsonaro-podem-levar-a-condenacao,70002116287",1,"['Gilmar avaliou que o Supremo Tribunal Federal (STF) adotará uma decisão ""esquizofrênica""']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002103599",1,"['Com exceção da sensata decisão de entregar, como sugeriu Fernando Henrique Cardoso, a presidência do partido ao provável candidato do PSDB ao Palácio do Planalto, o governador de São Paulo, Geraldo Alckmin, no mais os tucanos estão sem rumo. Ora, se nem a escolha da Executiva do PSDB ainda foi realizada, eis que está marcada para o dia 9 de dezembro, como é possível um partido que esteve no comando do País por oito anos e tampouco definiu ainda oficialmente o nome de seu candidato para próxima corrida presidencial, de forma afoita e esquizofrênica, lance um programa partidário de “choque de capitalismo” sem consultar seu quadro de economistas, que é dos melhores do Brasil?! O resultado não poderia ser diferente: o partido colhe pesadas e justas críticas. Como da economista Elena Landau, perplexa com o que leu, principalmente a frase “nem Estado mínimo, nem máximo, Estado musculoso”. O que isso significa? Nada! Parece até que isso foi dito pela Dilma... Outro economista, um dos pais do Plano Real, Edmar Bacha, inconformado com a falta de rumo do partido, disse em entrevista ao']"
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002095360",1,"['O significado da pesquisa Barômetro Político Estadão-Ipsos, publicada ontem neste jornal, que mostra Luciano Huck à frente na intenção de voto para a Presidência da República em 2018, é tão claro quanto preocupante: não é a preferência especial pelo apresentador que move esses eleitores - já que, até o momento, Huck não veio a público mostrar a que veio como candidato -, mas, sobretudo, a rejeição do eleitorado ao modo tradicional de fazer política, ou seja, aos assim chamados ""políticos profissionais"". É ingenuidade, e quase esquizofrenia, acreditar que alguém possa exercer de forma competente a Presidência da República sem o inerente e igualmente importante exercício da política. Abominar políticos corruptos é necessário. Desacreditar da política e, por isso, votar em eventuais aventureiros é de irresponsabilidade incalculável.']"
