Jornal,Coluna,Palavra,Data,Data formatada,Metaforico,Título,,Link,,stringado
Folha de S. Paulo,Ilustrada,Esquizofrenia,25 de novembro de 2006,25/11/2006,Não,ESCRITA LIVROU LARS NORÉN DA ESQUIZOFRENIA,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2511200632.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2511200632.htm"","
Folha de S. Paulo,CIência,Esquizofrenia,25/11/2006,25/11/2006,Não,França inaugura o maior complexo do mundo de estudo do cérebro,"""",https://www1.folha.uol.com.br/folha/ciencia/ult306u15571.shtml,""",","""https://www1.folha.uol.com.br/folha/ciencia/ult306u15571.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,08/12/2006,08/12/2006,Não,Perda de tecido cerebral pode revelar risco de esquizofrenia,"""",https://www1.folha.uol.com.br/folha/ciencia/ult306u15664.shtml,""",","""https://www1.folha.uol.com.br/folha/ciencia/ult306u15664.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,19 de dezembro de 2006,19/12/2006,Não,Laboratório é acusado de fazer propaganda irregular de remédio,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff1912200621.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1912200621.htm"","
Folha de S. Paulo,Acontece,Esquizofrenia,19 de dezembro de 2006,19/12/2006,Não,"Recuperado, Lanny ressurge com sua guitarra","""",https://www1.folha.uol.com.br/fsp/acontece/ac1912200601.htm,""",","""https://www1.folha.uol.com.br/fsp/acontece/ac1912200601.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,24 de dezembro de 2006,24/12/2006,Não,Um tapa na televisão,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2412200624.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2412200624.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,26 de dezembro de 2006,26/12/2006,Não,Reflexões baratas,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2612200620.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2612200620.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,06 de janeiro de 2007,06/01/2007,Não,Laboratório pagará US$ 500 mi a pacientes,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff0601200722.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0601200722.htm"","
Folha de S. Paulo,Equilírio,Esquizofrenia,11 de janeiro de 2007,11/01/2007,Não,Magnetismo que cura,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq1101200701.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq1101200701.htm"","
Folha de S. Paulo,Equilibrio e saúde,Esquizofrenia,11/01/2007,11/01/2007,Não,Tratamento por estimulação magnética ainda necessita de diretrizes,"""",https://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u4284.shtml,""",","""https://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u4284.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,12/01/2007,12/01/2007,Não,"""Mais Estranho que a Ficção"" tem herói tímido, medíocre e irresistível","""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u67514.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u67514.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,01 de fevereiro de 2007,01/02/2007,Não,Grupo explica ação do LSD no cérebro de mamíferos,"""",https://www1.folha.uol.com.br/fsp/ciencia/fe0102200701.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe0102200701.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,09/02/2007,09/02/2007,Não,Estudo liga gene da inteligência à esquizofrenia,"""",https://www1.folha.uol.com.br/folha/bbc/ult272u60755.shtml,""",","""https://www1.folha.uol.com.br/folha/bbc/ult272u60755.shtml"","
Folha de S. Paulo,Empregos,Esquizofrenia,11 de fevereiro de 2007,11/02/2007,Não,"Quando analisados por grupo de doenças mentais, os distúrbios mais prevalecentes são*","""",https://www1.folha.uol.com.br/fsp/empregos/ce1102200707.htm,""",","""https://www1.folha.uol.com.br/fsp/empregos/ce1102200707.htm"","
Folha de S. Paulo,Informática,Esquizofrenia,14 de fevereiro de 2007,14/02/2007,Não,Vida dupla,"""",https://www1.folha.uol.com.br/fsp/informat/fr1402200701.htm,""",","""https://www1.folha.uol.com.br/fsp/informat/fr1402200701.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,02 de março de 2007,02/03/2007,Não,Idade pode reduzir fertilidade masculina,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff0203200720.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0203200720.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,11 de março de 2007,11/03/2007,Não,Doente mental morre mais cedo,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff1103200712.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1103200712.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,01/04/2007,01/04/2007,Não,"Saiba mais sobre Munch, que colocou a Noruega no mapa da Europa","""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u69916.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u69916.shtml"","
Folha de S. Paulo,Mundo,Esquizofrenia,19/04/2007,19/04/2007,Não,"Autor de massacre nos EUA buscava glória póstuma, dizem analistas","""",https://www1.folha.uol.com.br/folha/mundo/ult94u106579.shtml,""",","""https://www1.folha.uol.com.br/folha/mundo/ult94u106579.shtml"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,10 de maio de 2007,10/05/2007,Não,ENCONTRO SOBRE ESQUIZOFRENIA,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq1005200716.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq1005200716.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,22 de maio de 2007,22/05/2007,Não,Perito contesta benefício por incapacidade,"""",https://www1.folha.uol.com.br/fsp/dinheiro/fi2205200720.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi2205200720.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,08 de junho de 2007,08/06/2007,Não,Universo paralelo,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0806200710.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0806200710.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,13 de junho de 2007,13/06/2007,Não,DESCONTOS PARA O SUS,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff1306200718.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1306200718.htm"","
Folha de S. Paulo,+mais!,Esquizofrenia,17 de junho de 2007,17/06/2007,Não,"""Desconheço evidências de grande efeito terapêutico""","""",https://www1.folha.uol.com.br/fsp/mais/fs1706200707.htm,""",","""https://www1.folha.uol.com.br/fsp/mais/fs1706200707.htm"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,21 de junho de 2007,21/06/2007,Não,não contém glúten,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq2106200705.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq2106200705.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,27/07/2007,27/07/2007,Não,"Maconha pode aumentar risco de psicose, diz estudo","""",https://www1.folha.uol.com.br/bbc/2007/07/315554-maconha-pode-aumentar-risco-de-psicose-diz-estudo.shtml,""",","""https://www1.folha.uol.com.br/bbc/2007/07/315554-maconha-pode-aumentar-risco-de-psicose-diz-estudo.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,31 de julho de 2007,31/07/2007,Não,Grupo altera DNA de roedor para induzir esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/ciencia/fe3107200703.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe3107200703.htm"","
Folha de S. Paulo,CIência,Esquizofrenia,31/07/2007,31/07/2007,Não,"Cientistas dos EUA desenvolvem cobaias com ""esquizofrenia""","""",https://www1.folha.uol.com.br/folha/ciencia/ult306u316360.shtml,""",","""https://www1.folha.uol.com.br/folha/ciencia/ult306u316360.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,01/08/2007,01/08/2007,Não,Pesquisa encontra gene associado a canhotos e esquizofrênicos,"""",https://www1.folha.uol.com.br/ciencia/2007/08/316657-pesquisa-encontra-gene-associado-a-canhotos-e-esquizofrenicos.shtml,""",","""https://www1.folha.uol.com.br/ciencia/2007/08/316657-pesquisa-encontra-gene-associado-a-canhotos-e-esquizofrenicos.shtml"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,02 de agosto de 2007,02/08/2007,Não,Seminários sobre esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq0208200710.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq0208200710.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,21/08/2007,21/08/2007,Não,"Mostra em Londres revela ""estranho mundo dos gatos""","""",https://www1.folha.uol.com.br/bbc/2007/08/321797-mostra-em-londres-revela-estranho-mundo-dos-gatos.shtml,""",","""https://www1.folha.uol.com.br/bbc/2007/08/321797-mostra-em-londres-revela-estranho-mundo-dos-gatos.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,28/08/2007,28/08/2007,Não,Robert Downey Jr. e Jamie Foxx estrelam filme sobre violinista,"""",https://www1.folha.uol.com.br/ilustrada/2007/08/323755-robert-downey-jr-e-jamie-foxx-estrelam-filme-sobre-violinista.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2007/08/323755-robert-downey-jr-e-jamie-foxx-estrelam-filme-sobre-violinista.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,02 de setembro de 2007,02/09/2007,Não,"Andarilha está viva, mas já teve até um ""enterro""","""",https://www1.folha.uol.com.br/fsp/cotidian/ff0209200703.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0209200703.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,02 de setembro de 2007,02/09/2007,Não,Golpistas fraudam registro de morte para obter seguro,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff0209200701.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0209200701.htm"","
Folha de S. Paulo,CIência,Esquizofrenia,06/09/2007,06/09/2007,Não,"""Pó de anjo"" é usado na busca de tratamento para esquizofrenia","""",https://www1.folha.uol.com.br/folha/ciencia/ult306u326241.shtml,""",","""https://www1.folha.uol.com.br/folha/ciencia/ult306u326241.shtml"","
Folha de S. Paulo,Colunas,Esquizofrenia,14/09/2007,14/09/2007,Não,Tristeza não tem fim,"""",https://www1.folha.uol.com.br/colunas/luizcaversan/328598-tristeza-nao-tem-fim.shtml,""",","""https://www1.folha.uol.com.br/colunas/luizcaversan/328598-tristeza-nao-tem-fim.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,23 de setembro de 2007,23/09/2007,Não,Filho de Rita Lee estréia na TV como apresentador,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2309200717.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2309200717.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,24/09/2007,24/09/2007,Não,Pacientes de São Paulo começam a receber remédios em casa,"""",https://www1.folha.uol.com.br/folha/cotidiano/ult95u330982.shtml,""",","""https://www1.folha.uol.com.br/folha/cotidiano/ult95u330982.shtml"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,27 de setembro de 2007,27/09/2007,Não,Esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq2709200712.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq2709200712.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,16/10/2007,16/10/2007,Não,Polícia indicia por homicídio mãe suspeita de jogar filhas em cisterna,"""",https://www1.folha.uol.com.br/folha/cotidiano/ult95u337225.shtml,""",","""https://www1.folha.uol.com.br/folha/cotidiano/ult95u337225.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,19 de outubro de 2007,19/10/2007,Não,Watson se desculpa por declaração racista,"""",https://www1.folha.uol.com.br/fsp/ciencia/fe1910200701.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe1910200701.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,21/11/2007,21/11/2007,Não,Britânico quebra perna de namorada para receber indenização,"""",https://www1.folha.uol.com.br/bbc/2007/11/347198-britanico-quebra-perna-de-namorada-para-receber-indenizacao.shtml,""",","""https://www1.folha.uol.com.br/bbc/2007/11/347198-britanico-quebra-perna-de-namorada-para-receber-indenizacao.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,17 de dezembro de 2007,17/12/2007,Não,Médicos criticam dosagem dos medicamentos,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff1712200704.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1712200704.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,05 de janeiro de 2008,05/01/2008,Não,Vitamina D,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0501200818.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0501200818.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,03/02/2008,03/02/2008,Não,Filho adotivo é suspeito de matar a mãe em São Paulo,"""",https://www1.folha.uol.com.br/cotidiano/2008/02/369426-filho-adotivo-e-suspeito-de-matar-a-mae-em-sao-paulo.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2008/02/369426-filho-adotivo-e-suspeito-de-matar-a-mae-em-sao-paulo.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,04 de fevereiro de 2008,04/02/2008,Não,Filho mata a mãe adotiva ao ser liberado de hospital,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff0402200826.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0402200826.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,05/02/2008,05/02/2008,Não,"Salto alto pode melhorar vida sexual de mulheres, diz estudo","""",https://www1.folha.uol.com.br/bbc/2008/02/369717-salto-alto-pode-melhorar-vida-sexual-de-mulheres-diz-estudo.shtml,""",","""https://www1.folha.uol.com.br/bbc/2008/02/369717-salto-alto-pode-melhorar-vida-sexual-de-mulheres-diz-estudo.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,05/02/2008,05/02/2008,Não,Estudo relaciona estresse na gravidez a risco de esquizofrenia,"""",https://www1.folha.uol.com.br/bbc/2008/02/369720-estudo-relaciona-estresse-na-gravidez-a-risco-de-esquizofrenia.shtml,""",","""https://www1.folha.uol.com.br/bbc/2008/02/369720-estudo-relaciona-estresse-na-gravidez-a-risco-de-esquizofrenia.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,01 de março de 2008,01/03/2008,Não,Romance,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0103200815.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0103200815.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,16/03/2008,16/03/2008,Não,"Ex-""Friends"" se isola em nova série","""",https://www1.folha.uol.com.br/ilustrada/2008/03/382405-ex-friends-se-isola-em-nova-serie.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2008/03/382405-ex-friends-se-isola-em-nova-serie.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,28 de março de 2008,28/03/2008,Não,Estudo explica as bases genéticas da esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/ciencia/fe2803200801.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe2803200801.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,09/04/2008,09/04/2008,Não,Seita apocalíptica russa diz que duas mulheres morreram em caverna,"""",https://www1.folha.uol.com.br/mundo/2008/04/390413-seita-apocaliptica-russa-diz-que-duas-mulheres-morreram-em-caverna.shtml,""",","""https://www1.folha.uol.com.br/mundo/2008/04/390413-seita-apocaliptica-russa-diz-que-duas-mulheres-morreram-em-caverna.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,15 de abril de 2008,15/04/2008,Não,À polícia pai disse que mulher passava por uma fase difícil,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff1504200803.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1504200803.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,24 de abril de 2008,24/04/2008,Não,Parlapatões mostram criação inédita,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2404200818.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2404200818.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,05/05/2008,05/05/2008,Não,Isabella,"""",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/398533-propaganda-de-cerveja-senai-desmatamento-isabella.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/398533-propaganda-de-cerveja-senai-desmatamento-isabella.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,06/05/2008,06/05/2008,Não,Estudo detecta desordem mental em pais de autistas,"""",https://www1.folha.uol.com.br/ciencia/2008/05/399015-estudo-detecta-desordem-mental-em-pais-de-autistas.shtml,""",","""https://www1.folha.uol.com.br/ciencia/2008/05/399015-estudo-detecta-desordem-mental-em-pais-de-autistas.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,14/05/2008,14/05/2008,Não,"""Washington Post"" acusa EUA de drogar deportados","""",https://www1.folha.uol.com.br/folha/bbc/ult272u401821.shtml,""",","""https://www1.folha.uol.com.br/folha/bbc/ult272u401821.shtml"","
Folha de S. Paulo,Mundo,Esquizofrenia,16/05/2008,16/05/2008,Não,Adeptos de seita russa deixam caverna onde esperavam por fim do mundo,"""",https://www1.folha.uol.com.br/mundo/2008/05/402447-adeptos-de-seita-russa-deixam-caverna-onde-esperavam-por-fim-do-mundo.shtml,""",","""https://www1.folha.uol.com.br/mundo/2008/05/402447-adeptos-de-seita-russa-deixam-caverna-onde-esperavam-por-fim-do-mundo.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,17 de maio de 2008,17/05/2008,Não,Dramas familiares entram na competição,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1705200837.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1705200837.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,18 de maio de 2008,18/05/2008,Não,"Na cidade, Justiça aceitou pedido de aposentados, mas negou de adolescente","""",https://www1.folha.uol.com.br/fsp/cotidian/ff1805200803.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1805200803.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,03/06/2008,03/06/2008,Não,"Maconha pode ""encolher"" o cérebro, dizem cientistas","""",https://www1.folha.uol.com.br/bbc/2008/06/408209-maconha-pode-encolher-o-cerebro-dizem-cientistas.shtml,""",","""https://www1.folha.uol.com.br/bbc/2008/06/408209-maconha-pode-encolher-o-cerebro-dizem-cientistas.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,02 de julho de 2008,02/07/2008,Não,Mãe é presa por arremessar bebê de oito meses do 6º andar de prédio em Curitiba,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff0207200827.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0207200827.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,08/07/2008,08/07/2008,Não,Polícia indicia por homicídio mãe que jogou bebê pela janela em Curitiba,"""",https://www1.folha.uol.com.br/cotidiano/2008/07/420502-policia-indicia-por-homicidio-mae-que-jogou-bebe-pela-janela-em-curitiba.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2008/07/420502-policia-indicia-por-homicidio-mae-que-jogou-bebe-pela-janela-em-curitiba.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,21/07/2008,21/07/2008,Não,Globo escala Tony Ramos e Osmar Prado para novela,"""",https://www1.folha.uol.com.br/ilustrada/2008/07/424622-globo-escala-tony-ramos-e-osmar-prado-para-novela.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2008/07/424622-globo-escala-tony-ramos-e-osmar-prado-para-novela.shtml"","
Folha de S. Paulo,Poder,Esquizofrenia,25/07/2008,25/07/2008,Não,Lista de candidatos impugnados inclui esquizofrênicos e torturadores,"""",https://www1.folha.uol.com.br/poder/2008/07/425978-lista-de-candidatos-impugnados-inclui-esquizofrenicos-e-torturadores.shtml,""",","""https://www1.folha.uol.com.br/poder/2008/07/425978-lista-de-candidatos-impugnados-inclui-esquizofrenicos-e-torturadores.shtml"","
Folha de S. Paulo,cotidiano,Esquizofrenia,27 de julho de 2008,27/07/2008,Não,"No Rio, tráfico vende o crack já misturado com a maconha","""",https://www1.folha.uol.com.br/fsp/cotidian/ff2707200802.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff2707200802.htm"","
Folha de S. Paulo,Folhacorrida,Esquizofrenia,31 de julho de 2008,31/07/2008,Não,Estudo vê regiões do DNA ligadas à esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/corrida/cr3107200802.htm,""",","""https://www1.folha.uol.com.br/fsp/corrida/cr3107200802.htm"","
Folha de S. Paulo,CIência,Esquizofrenia,31 de julho de 2008,31/07/2008,Não,Estudo vê áreas da esquizofrenia no DNA,"""",https://www1.folha.uol.com.br/fsp/ciencia/fe3107200802.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe3107200802.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,02 de agosto de 2008,02/08/2008,Não,Colombiana usa loucura para retratar país,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0208200817.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0208200817.htm"","
Folha de S. Paulo,Teatro,Esquizofrenia,05/08/2008,05/08/2008,Não,"""Algumas Vozes"" aborda a esquizofrenia e as angústias da vida","""",https://guia.folha.uol.com.br/teatro/ult10053u429467.shtml,""",","""https://guia.folha.uol.com.br/teatro/ult10053u429467.shtml"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,14 de agosto de 2008,14/08/2008,Não,Encontro sobre esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq1408200811.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq1408200811.htm"","
Folha de S. Paulo,cotidiano,Esquizofrenia,14/08/2008,14/08/2008,Não,Justiça condena SC a indenizar mãe de paciente que se matou em hospital,"""",https://www1.folha.uol.com.br/cotidiano/2008/08/433559-justica-condena-sc-a-indenizar-mae-de-paciente-que-se-matou-em-hospital.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2008/08/433559-justica-condena-sc-a-indenizar-mae-de-paciente-que-se-matou-em-hospital.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,01/09/2008,01/09/2008,Não,"Amy Winehouse foi internada por uso excessivo de maconha, diz ""The Sun""","""",https://www1.folha.uol.com.br/ilustrada/2008/09/440017-amy-winehouse-foi-internada-por-uso-excessivo-de-maconha-diz-the-sun.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2008/09/440017-amy-winehouse-foi-internada-por-uso-excessivo-de-maconha-diz-the-sun.shtml"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,18 de setembro de 2008,18/09/2008,Não,O barato da sálvia,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq1809200806.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq1809200806.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,26 de setembro de 2008,26/09/2008,Não,TV paga bate recorde com horário eleitoral,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2609200804.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2609200804.htm"","
Folha de S. Paulo,Folhacorrida,Esquizofrenia,09 de outubro de 2008,09/10/2008,Não,ESQUIZOFRENIA E VITAMINA D,"""",https://www1.folha.uol.com.br/fsp/corrida/cr0910200810.htm,""",","""https://www1.folha.uol.com.br/fsp/corrida/cr0910200810.htm"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,09 de outubro de 2008,09/10/2008,Não,Esquizofrenia D,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq0910200806.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq0910200806.htm"","
Folha de S. Paulo,equilibrio e saúde,Esquizofrenia,09/10/2008,09/10/2008,Não,"Deficiência de vitamina D na gravidez eleva risco de esquizofrenia, diz cientista","""",https://www1.folha.uol.com.br/equilibrioesaude/2008/10/454279-deficiencia-de-vitamina-d-na-gravidez-eleva-risco-de-esquizofrenia-diz-cientista.shtml,""",","""https://www1.folha.uol.com.br/equilibrioesaude/2008/10/454279-deficiencia-de-vitamina-d-na-gravidez-eleva-risco-de-esquizofrenia-diz-cientista.shtml"","
Folha de S. Paulo,Saúde,Esquizofrenia,19 de outubro de 2008,19/10/2008,Não,Neurocientista vê seu cérebro se deteriorar,"""",https://www1.folha.uol.com.br/fsp/saude/sd1910200801.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd1910200801.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,30/10/2008,30/10/2008,Não,Jennifer Aniston vira nome de neurônio que reage a celebridades,"""",https://www1.folha.uol.com.br/bbc/2008/10/462266-jennifer-aniston-vira-nome-de-neuronio-que-reage-a-celebridades.shtml,""",","""https://www1.folha.uol.com.br/bbc/2008/10/462266-jennifer-aniston-vira-nome-de-neuronio-que-reage-a-celebridades.shtml"","
Folha de S. Paulo,Esporte,Esquizofrenia,02/12/2008,02/12/2008,Não,Homem acusado de ameaçar Sharapova de morte é preso nos EUA,"""",https://www1.folha.uol.com.br/esporte/2008/12/474254-homem-acusado-de-ameacar-sharapova-de-morte-e-preso-nos-eua.shtml,""",","""https://www1.folha.uol.com.br/esporte/2008/12/474254-homem-acusado-de-ameacar-sharapova-de-morte-e-preso-nos-eua.shtml"","
Folha de S. Paulo,Equlíbrio,Esquizofrenia,11 de dezembro de 2008,11/12/2008,Não,DOENÇA MENTAL,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq1112200807.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq1112200807.htm"","
Folha de S. Paulo,cotidiano,Esquizofrenia,17/12/2008,17/12/2008,Não,"Censo sobre a saúde mental mostra que apenas 37,8% dos pacientes internados recebem visitas","""",https://www1.folha.uol.com.br/cotidiano/2008/12/480607-censo-sobre-a-saude-mental-mostra-que-apenas-378-dos-pacientes-internados-recebem-visitas.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2008/12/480607-censo-sobre-a-saude-mental-mostra-que-apenas-378-dos-pacientes-internados-recebem-visitas.shtml"","
Folha de S. Paulo,Saúde,Esquizofrenia,19 de dezembro de 2008,19/12/2008,Não,"Novos transtornos mentais serão incluídos na ""bíblia"" da psiquiatria","""",https://www1.folha.uol.com.br/fsp/saude/sd1912200803.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd1912200803.htm"","
Folha de S. Paulo,+mais!,Esquizofrenia,21 de dezembro de 2008,21/12/2008,Não,Só um instante,"""",https://www1.folha.uol.com.br/fsp/mais/fs2112200807.htm,""",","""https://www1.folha.uol.com.br/fsp/mais/fs2112200807.htm"","
Folha de S. Paulo,Saúde,Esquizofrenia,27 de dezembro de 2008,27/12/2008,Não,DIVÓRCIO PODE PIORAR SAÚDE MENTAL,"""",https://www1.folha.uol.com.br/fsp/saude/sd2712200807.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd2712200807.htm"","
