Jornal,Link,metaforico,paragrafos_resgatados,paragrafos_tratados_sw
Estadão,https://brasil.estadao.com.br/blogs/estadao-podcasts/estadao-noticias-alvaro-dias-rejeita-tese-da-bipolarizacao-pt-e-psdb-estao-condenados/,1,"['Na conversa aqui no ‘Estadão Notícias’, que contou com a participação do repórter de Política do ‘Estado’, Pedro Venceslau, Álvaro Dias diz não acreditar na candidatura de Lula, afirma que PT e PSDB estão condenados na opinião pública e se coloca como um aglutinador de teses da direita e da esquerda. “Há uma esquizofrenia nesse debate sobre esquerda e direita. Eu creio em teses da direita e também da esquerda. Na direita, por exemplo, eu entendo que é preciso reduzir o tamanho do Estado. Mas também incorporo teses da esquerda, de que é preciso distribuir melhor a renda e reduzir as desigualdades sociais.\xa0Portanto, fica difícil hoje no Brasil receber esse carimbo. Acho que por somar os dois lados, estabelecer convergência, eu posso ser considerado de centro”, declara. Ouça no player acima.']",['conversa estadão notícias contou participação repórter política pedro venceslau álvaro dias acreditar candidatura lula afirma pt psdb condenados opinião pública coloca aglutinador teses esquerda há esquizofrenia debate esquerda creio teses esquerda entendo preciso reduzir tamanho incorporo teses esquerda preciso distribuir melhor renda reduzir desigualdades sociais fica difícil hoje brasil receber carimbo acho somar lados estabelecer convergência considerado centro declara ouça player acima']
Estadão,"https://politica.estadao.com.br/noticias/geral,candidatura-temer-e-encenacao-obra-do-marketing-oficial,70002222177",1,"['A bipolarização fica para o segundo turno. No primeiro turno teremos a pulverização, o debate de ideias. A disputa da extrema esquerda com a extrema direita se esgotou. Os brasileiros exigem dose mais forte de pragmatismo em vez dessa discussão esquizofrênica entre extrema esquerda e extrema direita. Que briguem os extremados, mas a maioria dos brasileiros deseja equilíbrio.']",['bipolarização fica turno turno teremos pulverização debate ideias disputa extrema esquerda extrema esgotou brasileiros exigem dose forte pragmatismo discussão esquizofrênica extrema esquerda extrema briguem extremados brasileiros deseja equilíbrio']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002213540",1,"['Se o governador Geraldo Alckmin realmente almeja se eleger presidente deste país em outubro, precisa enterrar já esse projeto esquizofrênico da Agência Reguladora de Saneamento e Energia de São Paulo (Arsesp) que pretende criar um gatilho para reajuste da conta de água a fim de melhorar a lucratividade da Sabesp. Ora, se falar em gatilho já dá arrepios e lembra triste período de hiperinflação no País, neste caso, só para beneficiar a Sabesp, vai punir justo o consumidor que reduzir o consumo do precioso líquido?! Ou seja, o tal gatilho será aplicado quando o consumo geral tiver queda brusca, ou de 10%. No lugar de prêmio, castigo?! É bom lembrar que há quatro anos, antes do período crítico de estiagem, a demanda nas regiões servidas pela Sabesp era de 71,4 mil litros por segundo e hoje, para atender 21 milhões de pessoas, caiu para 60,9 mil l/s. Isso significa que, reconhecendo o problema, o povo paulista está colaborando. E agora, em troca, a Sabesp vem com uma ideia estúpida dessas? Isso é terror social!']",['governador geraldo alckmin realmente almeja eleger presidente país outubro precisa enterrar projeto esquizofrênico agência reguladora saneamento energia paulo arsesp pretende criar gatilho reajuste conta água melhorar lucratividade sabesp falar gatilho arrepios lembra triste período hiperinflação país caso beneficiar sabesp punir justo consumidor reduzir consumo precioso líquido seja gatilho será aplicado consumo tiver queda brusca prêmio castigo lembrar há anos período crítico estiagem demanda regiões servidas sabesp litros hoje atender milhões pessoas caiu l significa reconhecendo problema paulista colaborando troca sabesp ideia estúpida dessas terror social']
Estadão,https://esportefera.com.br/blogs/dois-dribles/a-disputa-pelo-ultimo-lugar-e-a-mais-emocionante-da-nba-hoje/,1,"['O ‘tank’, prática de tentar ter a pior campanha possível para conseguir subir algumas posições no draft seguinte, não é novidade nenhuma, mas é inédito que tantos times estejam em condições de conseguir a primeira escolha. Some a estes seis – Phoenix Suns, Atlanta Hawks, Dallas Mavericks, Orlando Magic, Sacramento Kings e Memphis Grizzlies – a dupla Brooklyn Nets (que não tem direito a sua próxima escolha de draft, que hoje pertence ao Cleveland Cavaliers, mas é incapaz de ganhar jogos) e Chicago Bulls (que depois de um período esquizofrênico em que ganhou vários jogos, voltou à realidade de perder maior parte dos jogos), que estão a uma ou duas vitórias de distância do batalhão mais perdedor da liga.']",['tank prática pior campanha conseguir subir posições draft seguinte novidade inédito tantos times estejam condições conseguir escolha some phoenix suns atlanta hawks dallas mavericks orlando magic sacramento kings memphis grizzlies dupla brooklyn nets direito escolha draft hoje pertence cleveland cavaliers incapaz ganhar jogos chicago bulls período esquizofrênico ganhou jogos voltou realidade perder jogos vitórias distância batalhão perdedor liga']
Estadão,"https://alias.estadao.com.br/noticias/geral,a-vida-radioativa-de-um-cineasta-brasileiro-radicado-na-hungria,70002190982",1,"['Dizem que a linha entre ficção e realidade é tênue, e o constatamos todos os dias nas redes sociais, onde se proliferam as modas do momento: fake news, guerras de ideologia e linchamentos virtuais que alimentam a libido cultural das novas gerações. No entanto, esta esquizofrenia da realidade pode se tornar alimento de uma estética muito pessoal. Para o poeta e cineasta carioca Márcio-André, a tal linha da ficção simplesmente não existe.']",['linha ficção realidade tênue constatamos dias redes sociais proliferam modas fake news guerras ideologia linchamentos virtuais alimentam libido cultural gerações entanto esquizofrenia realidade tornar alimento estética pessoal poeta cineasta carioca linha ficção simplesmente existe']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002176498",1,"['Para não dizer esquizofrênica, é no mínimo curioso o comportamento do líder do RenovaBR, Eduardo Mufarej. Em seguidas entrevistas, insistiu que é impossível encontrar um político experiente e honesto ao mesmo tempo. Exige transparência dos bolsistas do seu programa e não exerce enquanto instituição, tampouco faz ou cobra autocrítica histórica dos poucos empresários autodeclarados apoiadores do fundo cívico eleitoral. E ontem, no encontro do Credit-Suisse, conforme reportagem do “Estadão”, revelou receio com as dúvidas e a insegurança na sociedade, emendando pregação por convergência. Eduardo, que tal começar cuidando da sua cozinha? Fica a dica.']",['esquizofrênica mínimo curioso comportamento líder renovabr eduardo mufarej seguidas entrevistas insistiu impossível encontrar político experiente honesto exige transparência bolsistas programa exerce instituição tampouco cobra autocrítica histórica poucos empresários autodeclarados apoiadores fundo cívico eleitoral encontro conforme reportagem estadão revelou receio dúvidas insegurança sociedade emendando pregação convergência eduardo começar cuidando cozinha fica dica']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002171787",1,"['Nem em pensamento o governador de São Paulo deve abrir a possibilidade de apoiar, para o governo do Estado, o seu vice Marcio França (PSB), como está sendo divulgado pela imprensa. Em troca, Alckmin garantiria apoio do PSB à sua candidatura ao Planalto. Isso é arriscado politicamente, mesmo porque a sigla do seu vice, histórica umbilicalmente foi sempre ligada ao PT, a ponto de o seu presidente, Carlos Siqueira, recentemente ter dito que apoia Lula e criticado duramente a celeridade da tramitação do julgamento no TRF-4 do corrupto ex-presidente da República. Assim, se Geraldo Alckmin desprezar apoio a um candidato do próprio PSDB, que há 24 anos está no poder do Estado, vai constranger históricos aliados e gerar um racha dentro do partido, que hoje inclusive carece de unidade. Pior ainda: vai desagradar ao maior colégio eleitoral do País, São Paulo, com seus mais de 32 milhões de eleitores. Acorde, Alckmin! O caminho para o Planalto está aberto. Principalmente agora, que o picareta Lula está inelegível. E, pela probidade, capacidade de diálogo e grande experiência na administração pública, Geraldo Alckmin é o único capaz de unificar o País e promover grandes reformas e desenvolvimento. Portanto, este suposto apoio a um candidato do PSB para governar São Paulo não passa de uma decisão esquizofrênica e politicamente improdutiva.']",['pensamento governador paulo abrir possibilidade apoiar governo vice marcio frança psb sendo divulgado imprensa troca alckmin garantiria psb candidatura planalto arriscado politicamente sigla vice histórica umbilicalmente ligada pt presidente carlos siqueira recentemente dito lula criticado duramente celeridade tramitação julgamento corrupto república geraldo alckmin desprezar candidato psdb há anos constranger históricos aliados gerar racha partido hoje carece unidade pior desagradar colégio eleitoral país paulo milhões eleitores acorde alckmin planalto aberto principalmente picareta lula inelegível probidade capacidade diálogo experiência administração pública geraldo alckmin único capaz unificar país promover reformas desenvolvimento suposto candidato psb governar paulo passa decisão esquizofrênica politicamente improdutiva']
Estadão,"https://alias.estadao.com.br/noticias/geral,antologia-reune-ensaios-sobre-a-vida-e-a-obra-de-franz-schubert,70002165751",1,"[', de 1987, chama de “caráter curiosamente esquizofrênico da sociedade vienense da época: de um lado uma burocracia gigantesca, mas ineficiente; e, de outro, uma classe média civilizada e tolerante, dedicada às atividades artísticas”. Desde 1815 era censor, portanto, “ao mesmo tempo poeta amante da liberdade e zeloso censor de livros”. Em 1831 tentou suicidar-se atirando-se no Danúbio mas foi salvo (como Schumann 23 anos mais tarde). Em 1836, atirou-se da janela do Departamento de Censura, morrendo 40 horas depois.']",['chama caráter curiosamente esquizofrênico sociedade vienense época burocracia gigantesca ineficiente outro classe média civilizada tolerante dedicada atividades artísticas censor poeta amante liberdade zeloso censor livros tentou danúbio salvo schumann anos janela departamento censura morrendo horas']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002167346",1,"['As declarações grotescas, arrogantes e desrespeitosas proferidas pela senadora Gleisi Hoffmann após a confirmação da condenação de Lula não merecem a mínima atenção. No entanto, vale a pena ressaltar que estes mesmos ideais republicanos nos quais a senadora cospe despudoradamente ao desconfiar dos três desembargadores e do judiciário como um todo, são os mesmos que a conduziram pelo voto livre e direto à posição que ela ocupa atualmente. Portanto, o caso de Gleisi - ré na Lava Jato, não custa lembrar - é de clara esquizofrenia. Se ela fosse coerente - o que não é - renunciaria imediatamente ao seu cargo. E não faria a mínima falta nem para o seu partido.']",['declarações grotescas arrogantes desrespeitosas proferidas senadora gleisi hoffmann confirmação condenação lula merecem mínima atenção entanto vale pena ressaltar mesmos ideais republicanos senadora cospe despudoradamente desconfiar desembargadores judiciário mesmos conduziram voto livre direto ocupa atualmente caso gleisi ré lava jato lembrar clara esquizofrenia fosse coerente renunciaria imediatamente cargo faria mínima partido']
Estadão,"https://cultura.estadao.com.br/noticias/literatura,uruguaia-cristina-peri-rossi-autora-de-espacos-intimos-trata-do-desprezo-sofrido-por-escritoras,70002153526",1,"['Sim, há algum desprezo em alguns escritores e jornalistas, e é parte da cultura patriarcal: a mulher é inferior ao homem, portanto, se você escrever, sua obra será inferior. Embora seja completamente esquizofrênico, aos homens responsáveis pelas maiores violências da humanidade lhes é atribuída a razão e às mulheres, o sentimento, a emoção. Se assim fosse, toda a arte seria feminina, uma vez que a emoção e a arte são seus espaços privilegiados. Ou será que todos os artistas eram gays? Antonio Machado disse: “A inteligência nunca escreveu um verso”. Os nazistas eram profundamente racionais: nunca tremiam antes de matar uma judia ou um socialista. A razão gera monstros, se a emoção e o sentimento forem eliminados. A literatura precisa de ambas as coisas, emoção e razão. Agora, uma vez que os editores descobriram (tardiamente) que as mulheres leem muito mais do que os homens, eles estão mais dispostos a editar escritoras.']",['há algum desprezo escritores jornalistas cultura patriarcal mulher inferior homem escrever obra será inferior seja completamente esquizofrênico homens responsáveis maiores violências humanidade lhes atribuída razão mulheres sentimento emoção fosse arte feminina emoção arte espaços privilegiados será artistas eram gays antonio machado disse inteligência escreveu verso nazistas eram profundamente racionais tremiam matar judia socialista razão gera monstros emoção sentimento forem eliminados literatura precisa coisas emoção razão editores descobriram tardiamente mulheres leem homens dispostos editar escritoras']
Estadão,https://politica.estadao.com.br/blogs/blog-do-fucs/ana-carla-abrao-temos-de-reinventar-a-maquina-publica/,1,"['Eu digo que a reforma tributária está para o Brasil de hoje como o Plano Real esteve para o Brasil na década de 1990. O nosso sistema tributário drena produtividade, eficiência, gera um desperdício enorme de recursos e de agenda. A gente precisa resolver isso. É fundamental. Na hora em que se limpar essa agenda, essa esquizofrenia tributária em que vivemos, vai abrir espaço para agendas muito importantes. Uma vez um empresário me disse: “Ana, a carga tributária no Brasil é alta. Mas se ela custasse só a carga tributária eu estaria de feliz. O problema é que ela me custa um departamento de advogados tributários, três escritórios externos que eu tenho de contratar, inúmeras ações no Carf (Conselho Administrativo de Recursos Fiscais), no Cade (Conselho Administrativo de Defesa Econômica) e horas dos meus executivos discutindo a questão, fora os caminhões que trançam o Brasil inteiro para que a guerra fiscal faça algum sentido. Dado isso, quando olho o projeto que está sendo discutido hoje no Congresso, eu tenho muito medo, porque ele não resolve o problema na sua essência e o que a gente precisa não é só resolver guerra fiscal, mas simplificar o sistema como um todo. A gente tem de migrar para um sistema que seja mais racional. O Bernard Appy (economista, ex-secretário de Política Econômica do Ministério da Fazenda) tem uma proposta fantástica, que cria uma Imposto sobre Valor Agregado federal, que acaba com guerra fiscal, mas tem uma fase de transição para o novo modelo. Agora, paralelamente, a gente tem de discutir, sim, uma política de desenvolvimento regional. Não dá para achar que Goiás vai ter a mesma capacidade de atrair empresas e investimentos que São Paulo. Então, a gente precisa lidar com as desigualdades regionais de uma forma objetiva, que não seja com a criação de fundos de desenvolvimento Brasil afora.']",['digo reforma tributária brasil hoje plano real brasil década tributário drena produtividade eficiência gera desperdício enorme recursos agenda gente precisa resolver fundamental hora limpar agenda esquizofrenia tributária vivemos abrir espaço agendas importantes empresário disse ana carga tributária brasil alta custasse carga tributária estaria feliz problema departamento advogados tributários escritórios externos contratar inúmeras ações carf administrativo recursos fiscais cade administrativo defesa econômica horas executivos discutindo caminhões trançam brasil inteiro guerra fiscal faça algum sentido dado olho projeto sendo discutido hoje congresso medo resolve problema essência gente precisa resolver guerra fiscal simplificar gente migrar seja racional bernard appy economista política econômica ministério fazenda proposta fantástica cria imposto agregado federal acaba guerra fiscal fase transição modelo paralelamente gente discutir política desenvolvimento regional achar goiás mesma capacidade atrair empresas investimentos paulo gente precisa lidar desigualdades regionais objetiva seja criação fundos desenvolvimento brasil afora']
Estadão,https://politica.estadao.com.br/blogs/neumanne/ducha-de-agua-fria/,1,"['De fato, foi mesmo uma ducha de água fria que pôs em dúvida a afirmação, que na verdade roubei de gente que entende de economia muito mais do que eu, como nosso companheiro Celso Ming, colunista diário de economia no nosso Estadão. Ontem, antes do anúncio, passei pela sala de Celso e conversei com ele a respeito. Aduzi que a esquizofrenia do governo Temer impediu que ele comemorasse adequadamente a notícia da inflação em queda vertiginosa por estar preocupado apenas na briga até agora inglória e infrutífera para manter o PTB do ex-presidiário Roberto Jefferson na base do governo nomeando a filha dele, Cristiane Brasil, para o Ministério do Trabalho. Celso acrescentou algumas observações muito lúcidas como de hábito dando-me mais dados para meus argumentos. Ontem mesmo ficamos sabendo que a safra agrícola foi a segunda maior de todos os tempos, o que indica que mais uma vez a agroindústria é nossa exceção à regra da crise, nossa galinha dos ovos de ouro. Nos últimos dias outra surpresa foi a notícia da recuperação da produção industrial, muito alvissareira. Celso me contou o que eu não tinha conhecimento: que os investimentos externos diretos no Brasil foram calculados em novembro passado que seriam de 75 bilhões de dólares, com expectativa de alcançarem 80 bilhões de dólares este ano, o que significa quase dez vezes o déficit nominal de nossa balança, de 9 bilhões de dólares, sem considerar juros das dívidas. Celso também lembrou a estabilidade do câmbio e o humor razoável do mercado de capitais entre as boas novas do ano que acabou. Seria natural que Temer comemorasse esses feitos, não deixando o anúncio por conta exclusiva de Henrique Meirelles, ministro da Fazenda, mas contando com uma comunicação mais efetiva do que a péssima campanha publicitária que está no ar e contestada pela Justiça. Mas não. Em vez disso, o governo preferiu encenar a peça deplorável da posse adiada da filha do dono do PTB no Palácio do Planalto e num restaurante onde ela e o pai receberam convidados para a posse que não houve. Com a devida vênia, isso só pode ser atribuído à burrice.']",['fato ducha água fria pôs dúvida afirmação verdade roubei gente entende economia companheiro celso ming colunista diário economia estadão anúncio passei sala celso conversei respeito aduzi esquizofrenia governo temer impediu comemorasse adequadamente notícia inflação queda vertiginosa preocupado briga inglória infrutífera manter ptb roberto jefferson base governo nomeando filha dele cristiane brasil ministério trabalho celso acrescentou observações lúcidas hábito dados argumentos ficamos sabendo safra agrícola tempos indica agroindústria exceção regra crise galinha ovos ouro últimos dias surpresa notícia recuperação produção industrial alvissareira celso contou tinha conhecimento investimentos externos diretos brasil calculados novembro passado seriam bilhões dólares expectativa alcançarem bilhões dólares ano significa quase déficit nominal balança bilhões dólares considerar juros dívidas celso lembrou estabilidade câmbio humor razoável mercado capitais boas ano acabou natural temer comemorasse feitos deixando anúncio conta exclusiva henrique meirelles ministro fazenda contando comunicação efetiva péssima campanha publicitária ar contestada justiça governo preferiu encenar peça deplorável posse adiada filha dono ptb palácio planalto restaurante pai receberam convidados posse houve devida vênia atribuído burrice']
Estadão,https://emais.estadao.com.br/blogs/ruth-manus/defender-pabllo-vittar-e-um-ato-politico/,1,"['Vivemos num país com um executivo, um legislativo e um judiciário tomados quase em sua integridade por homens, brancos, conservadores na casa dos 50 anos. Por outro lado, as figuras mais influentes e com mais sucesso nesse mesmo país são esses cantores, representando a liberdade sexual, o direito de ser dono do próprio corpo e a ausência do medo do julgamento alheio. Há algo muito, muito esquizofrênico nas questões de representatividade no Brasil.']",['vivemos país executivo legislativo judiciário tomados quase integridade homens brancos conservadores casa anos outro figuras influentes sucesso país cantores representando liberdade sexual direito dono corpo ausência medo julgamento alheio há esquizofrênico questões representatividade brasil']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002133334",1,"['Felizmente o Brasil, nesta era Temer, não se submete mais, como de cócoras ficavam Lula e Dilma, aos horrores antidemocráticos dos governos venezuelanos do já falecido Hugo Chávez e do atual Nicolás Maduro. Nesse sentido, o Planalto tomou decisão acertada ao declarar o embaixador da Venezuela, Antônio Delgado Maldonado, ""persona non grata"", expulsando-o do nosso país. Isso porque, sem motivo algum, o ditador Maduro expulsou neste final de ano o embaixador brasileiro no país vizinho, Ruy Pereira. Este esquizofrênico e desumano presidente venezuelano, além de transformar o seu País num caos total, fica também cada vez fica mais isolado, sem apoio internacional, e pouco se lixa para que seu povo viva humilhado, sem encontrar alimento nos supermercados e remédios nas farmácias e hospitais, como tampouco se importa com suas crianças morrendo desnutridas.']",['felizmente brasil temer submete cócoras ficavam lula dilma horrores antidemocráticos governos venezuelanos falecido hugo chávez atual nicolás maduro sentido planalto tomou decisão acertada declarar embaixador venezuela antônio delgado maldonado persona non grata país motivo algum ditador maduro expulsou ano embaixador brasileiro país vizinho ruy pereira esquizofrênico desumano presidente venezuelano transformar país caos total fica fica isolado internacional lixa viva humilhado encontrar alimento supermercados remédios farmácias hospitais tampouco importa crianças morrendo desnutridas']
Estadão,"https://politica.estadao.com.br/noticias/geral,para-gilmar-atos-antecipados-de-campanha-de-lula-e-bolsonaro-podem-levar-a-condenacao,70002116287",1,"['Gilmar avaliou que o Supremo Tribunal Federal (STF) adotará uma decisão ""esquizofrênica""']",['gilmar avaliou supremo tribunal federal stf adotará decisão esquizofrênica']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002103599",1,"['Com exceção da sensata decisão de entregar, como sugeriu Fernando Henrique Cardoso, a presidência do partido ao provável candidato do PSDB ao Palácio do Planalto, o governador de São Paulo, Geraldo Alckmin, no mais os tucanos estão sem rumo. Ora, se nem a escolha da Executiva do PSDB ainda foi realizada, eis que está marcada para o dia 9 de dezembro, como é possível um partido que esteve no comando do País por oito anos e tampouco definiu ainda oficialmente o nome de seu candidato para próxima corrida presidencial, de forma afoita e esquizofrênica, lance um programa partidário de “choque de capitalismo” sem consultar seu quadro de economistas, que é dos melhores do Brasil?! O resultado não poderia ser diferente: o partido colhe pesadas e justas críticas. Como da economista Elena Landau, perplexa com o que leu, principalmente a frase “nem Estado mínimo, nem máximo, Estado musculoso”. O que isso significa? Nada! Parece até que isso foi dito pela Dilma... Outro economista, um dos pais do Plano Real, Edmar Bacha, inconformado com a falta de rumo do partido, disse em entrevista ao']",['exceção sensata decisão entregar sugeriu fernando henrique cardoso presidência partido provável candidato psdb palácio planalto governador paulo geraldo alckmin tucanos rumo escolha executiva psdb realizada eis marcada dia dezembro partido comando país anos tampouco definiu oficialmente nome candidato corrida presidencial afoita esquizofrênica lance programa partidário choque capitalismo consultar quadro economistas melhores brasil resultado poderia diferente partido colhe pesadas justas críticas economista elena landau perplexa leu principalmente frase mínimo musculoso significa dito dilma outro economista pais plano real edmar bacha inconformado rumo partido disse entrevista']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002095360",1,"['O significado da pesquisa Barômetro Político Estadão-Ipsos, publicada ontem neste jornal, que mostra Luciano Huck à frente na intenção de voto para a Presidência da República em 2018, é tão claro quanto preocupante: não é a preferência especial pelo apresentador que move esses eleitores - já que, até o momento, Huck não veio a público mostrar a que veio como candidato -, mas, sobretudo, a rejeição do eleitorado ao modo tradicional de fazer política, ou seja, aos assim chamados ""políticos profissionais"". É ingenuidade, e quase esquizofrenia, acreditar que alguém possa exercer de forma competente a Presidência da República sem o inerente e igualmente importante exercício da política. Abominar políticos corruptos é necessário. Desacreditar da política e, por isso, votar em eventuais aventureiros é de irresponsabilidade incalculável.']",['significado pesquisa barômetro político publicada jornal mostra luciano huck frente intenção voto presidência república claro preocupante preferência especial apresentador move eleitores huck veio público mostrar veio candidato sobretudo rejeição eleitorado modo tradicional política seja chamados políticos profissionais ingenuidade quase esquizofrenia acreditar alguém possa exercer competente presidência república inerente igualmente importante exercício política abominar políticos corruptos necessário desacreditar política votar eventuais aventureiros irresponsabilidade incalculável']
Estadão,https://emais.estadao.com.br/blogs/da-casa-ao-lar/viajo-por-que-preciso-volto-por-que-te-amo/,1,"['A possibilidade de olhar para horizontes mais amplos é bastante libertadora, e claro que terminar o dia com um ‘show de luzes’, como meu namorado Diego carinhosamente apelidou o pôr do sol deslumbrante de São Miguel dos Milagres, bastante diferente daquele com o qual estamos acostumados, nos permite valorizar a experiência presente e a riqueza do aqui e agora. O milagre de Milagres impactou minha retina fazendo-a mais viva, mais sensível. Volto para a cidade com olhos mais aptos a captar as sutilezas das coisas, embora claramente mais críticos com tudo de errado que temos construído como civilização. Ontem brincamos sobre a contradição entre o pôr do sol de cada um dos dias da última semana e o “show de luzes” esquizofrênico do meu vizinho – um shopping, ou']",['possibilidade olhar horizontes amplos libertadora claro terminar dia show luzes namorado diego carinhosamente apelidou pôr sol deslumbrante miguel milagres diferente estamos acostumados permite valorizar experiência presente riqueza milagre milagres impactou retina viva sensível volto cidade olhos aptos captar sutilezas coisas claramente críticos errado construído civilização brincamos contradição pôr sol dias última semana show luzes esquizofrênico vizinho shopping']
Estadão,"https://esportes.estadao.com.br/noticias/futebol,imprudentemente-poetico,70002094114",1,"['A esquizofrenia típica das análises, que só se baseiam também em resultados, indica agora que o Corinthians provou que dinheiro não traz felicidade. Pronto e fim. A indireta é na verdade uma direta para espinafrar o modelo perdulário do Palmeiras. A verdade definitiva da temporada fica ainda mais bonita na moldura, já que ambos são arquirrivais históricos e começaram a temporada em extremos opostos. Tal qual um roteiro de sessão da tarde morna, o time #quartaforça do professor novato se une contra tudo e contra todos, desafia os rivais ricos e reforçados e tem um ano formidável. The end. Desculpem-me aqueles que romanticamente se encantam por esse conto da carochinha, mas a poesia do futebol é muito mais literatura do que cinema.']",['esquizofrenia típica análises baseiam resultados indica corinthians provou dinheiro traz felicidade pronto indireta verdade direta espinafrar modelo perdulário palmeiras verdade definitiva temporada fica bonita moldura arquirrivais históricos começaram temporada extremos opostos roteiro sessão morna time quartaforça professor novato une desafia rivais ricos reforçados ano formidável the end romanticamente encantam conto carochinha poesia futebol literatura cinema']
Estadão,https://politica.estadao.com.br/blogs/marco-aurelio-nogueira/tensoes-pre-eleitorais/,1,"['O PT fica fora dessa constatação. Mas não escapa da esquizofrenia geral. Agora, deu para admitir que o “golpe” contra Dilma contou com o apoio da maioria da população e se dispõe a fazer alianças com “golpistas” com a justificativa de que precisa recuperar os votos perdidos. Vai assim, tentando dar uma no cravo, outra na ferradura, soltando fumaça e névoa sobre o futuro, convencido de que a confusão o beneficia.']",['pt fica constatação escapa esquizofrenia deu admitir golpe dilma contou população dispõe alianças golpistas justificativa precisa recuperar votos perdidos tentando cravo ferradura soltando fumaça névoa futuro convencido confusão beneficia']
Estadão,"https://internacional.estadao.com.br/noticias/geral,nos-100-anos-da-revolucao-russa-autoritarismo-faz-com-que-a-historia-do-pais-seja-apagada,70002073176",1,"['A falta de padrão dá toques esquizofrênicos ao ensino de história na Rússia. Joseph Stalin, por exemplo, continua sendo o político mais popular do país. Segundo o instituto Levada, 40% dos russos tinham uma visão favorável do líder em dezembro do ano passado. Em 1994, quando a pesquisa foi feita pela primeira vez, o índice era de apenas 18% – o aumento coincide com a chegada de Putin ao poder.']",['padrão toques esquizofrênicos ensino história rússia joseph stalin continua sendo político popular país instituto levada russos tinham visão favorável líder dezembro ano passado pesquisa feita índice aumento coincide chegada putin']
Estadão,"https://internacional.estadao.com.br/noticias/geral,a-noite-que-mudou-um-seculo-e-cunhou-uma-potencia,70002072075",1,"['Chegou o novo século, mas a KGB nunca desapareceu. Virou FSB. De lá, saiu um agente alçado a presidente. Explorando o longo histórico de opressão, Vladimir Putin forjou um nacionalismo esquizofrênico construído sobre os temores da população. Para Andrew Jenks, historiador da California State University, os russos associam a liberdade individual ao caos político, que leva à guerra civil ou à invasão estrangeira. “Líderes como Putin e Stalin souberam jogar com essa psicose para justificar a concentração de poder.”']",['chegou século kgb desapareceu virou fsb saiu agente alçado presidente explorando longo histórico opressão vladimir putin forjou nacionalismo esquizofrênico construído temores população andrew jenks historiador california state university russos associam liberdade individual caos político leva guerra civil invasão estrangeira líderes putin stalin souberam jogar psicose justificar concentração']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,70002072167",1,"['Demonstrando ser aliada do fim da impunidade no País, a procuradora-geral da República, Raquel Dodge, manifesta-se a favor da possibilidade de prisão após condenação em segunda instância. Raquel entende que se o Supremo Tribunal revogar sua própria decisão de outubro de 2016, porá mais ainda em risco a credibilidade das nossas instituições. O ministro Gilmar Mendes já disse que pode mudar seu voto, que foi a favor da prisão. Se assim for, os condenados na Lava Jato serão beneficiados, pois seus advogados, com os recursos intermináveis que a esquizofrênica legislação permite, podem empurrar com a barriga a execução das penas.']",['demonstrando aliada impunidade país república raquel dodge possibilidade prisão condenação instância raquel entende supremo tribunal revogar própria decisão outubro porá risco credibilidade instituições ministro gilmar mendes disse mudar voto prisão condenados lava jato serão beneficiados advogados recursos intermináveis esquizofrênica legislação permite empurrar barriga execução penas']
Estadão,https://internacional.estadao.com.br/blogs/fatima-lacerda/o-que-os-alemaes-podem-aprender-com-o-brauly/,1,"['Em alguns casos, este quadro toma um aspecto esquizofrênico, num intercalar entre reações agressivas e submissa,\xa0 já que o equilibro entre potência e impotência nunca foi almejado.']",['casos quadro toma aspecto esquizofrênico intercalar reações agressivas submissa equilibro potência impotência almejado']
