jornal,coluna,data,titulo,link,metaforico,paragrafos_resgatados,paragrafos_tratados_sw
Folha de S. Paulo,BBC,2005-01-12,Maconha 'pode antecipar sintomas de esquizofrenia',https://www1.folha.uol.com.br/folha/bbc/ult272u48624.shtml,0,"[""Folha Online - BBC - Maconha 'pode antecipar sintomas de esquizofrenia' - 01/12/2005"", 'Um estudo realizado na Dinamarca afirma que quase metade dos pacientes tratados em razão de um distúrbio mental relacionado ao consumo de maconha desenvolve uma forma de esquizofrenia.', ', os cientistas comparam o quadro clínico de pessoas com esquizofrenia induzida pela maconha com aquelas que apresentam condições esquizofrênicas sem consumir a droga.', 'Os especialistas do Hospital Psiquiátrico de Aarhus disseram que os usuários de maconha apresentaram sinais de doenças esquizofrênicas em idades mais jovens que os outros.']","['folha online bbc maconha antecipar sintomas esquizofrenia', 'estudo realizado dinamarca afirma quase metade pacientes tratados razão distúrbio mental relacionado consumo maconha desenvolve esquizofrenia', 'cientistas comparam quadro clínico pessoas esquizofrenia induzida maconha apresentam condições esquizofrênicas consumir droga', 'especialistas hospital psiquiátrico aarhus disseram usuários maconha apresentaram sinais doenças esquizofrênicas idades jovens']"
Folha de S. Paulo,BBC,2005-12-23,Pesquisa sobre evolução 'é maior feito da Ciência em 2005',https://www1.folha.uol.com.br/folha/bbc/ult272u49303.shtml,0,"['Pesquisadores obtiveram pistas importantes sobre os mecanismos de doenças como esquizofrenia, dislexia e Síndrome de Tourrete.']",['pesquisadores obtiveram pistas importantes mecanismos doenças esquizofrenia dislexia síndrome tourrete']
Folha de S. Paulo,Cotidiano,2006-08-01,HC procura portadores de esquizofrenia para estudo,https://www1.folha.uol.com.br/fsp/cotidian/ff0801200610.htm,0,"['O Projeto Esquizofrenia do Instituto de Psiquiatria do Hospital das Clínicas de São Paulo está selecionando portadores de esquizofrenia, dos 18 aos 50 anos, para participarem de um estudo. Informações: 0/xx/11/ 3069-7808.']",['projeto esquizofrenia instituto psiquiatria hospital clínicas paulo selecionando portadores esquizofrenia anos participarem estudo informações']
Folha de S. Paulo,Equilírio,2006-12-01,Cérebro alimentado,https://www1.folha.uol.com.br/fsp/equilibrio/eq1201200607.htm,0,"['No estresse oxidativo, diante da invasão de hormônios corticóides, ocorre uma produção exagerada e perigosa de radicais livres no cérebro, ocasionando uma série de problemas como o declínio da inteligência, a depressão e o surgimento de distúrbios como a paranóia e a esquizofrenia.']",['estresse oxidativo invasão hormônios corticóides ocorre produção exagerada perigosa radicais livres cérebro ocasionando série problemas declínio inteligência depressão surgimento distúrbios paranóia esquizofrenia']
Folha de S. Paulo,Cotidiano,2006-02-02,"Engenheiro tenta embarcar armado em avião, atira e foge",https://www1.folha.uol.com.br/folha/cotidiano/ult95u117923.shtml,0,"['Depois de tentar embarcar armado num aeroporto, um engenheiro aposentado por esquizofrenia atira para o alto. Ele foge, destrói uma cancela no estacionamento, é perseguido pela polícia, toma um tiro de raspão e, após se entregar, afirma que não se lembra do ocorrido.', 'Segundo a delegada, nos objetos dele foi achado um cartão do INSS (Instituto Nacional do Seguro Social) com o registro de aposentadoria por invalidez, justificada por esquizofrenia --transtorno mental tratável com medicamentos, que leva o seu portador a distorcer a realidade.']","['embarcar armado aeroporto engenheiro aposentado esquizofrenia atira alto foge destrói cancela estacionamento perseguido polícia toma tiro raspão entregar afirma lembra ocorrido', 'delegada objetos dele achado cartão inss instituto nacional seguro social registro aposentadoria invalidez justificada esquizofrenia mental tratável medicamentos leva portador distorcer realidade']"
Folha de S. Paulo,Cotidiano,2006-05-02,CDFs da USP avaliam se esforço valeu a pena,https://www1.folha.uol.com.br/fsp/cotidian/ff0502200601.htm,0,"['A segunda melhor aluna da medicina, Ilana Zylberman, 50, formada com média 8,88, tornou-sepsiquiatra. Mora há 20 anos emNova York. Trabalha no hospitalSt. Luke\'s-Roosevelt, onde cuidade pacientes graves de esquizofrenia, doença maníaco-depressiva,abuso de drogas e depressão. Éprofessora-assistente da Universidade Columbia. Valeu a penatodo o esforço na faculdade, doutora? ""Valeu, mas se eu pudessemudar um pouco o roteiro, teriaprestado mais atenção na minhaprópria vida. Talvez isso me desseo filho que não tive e tivesse evitado o casamento errado.""']",['melhor aluna medicina ilana zylberman formada média mora há anos emnova york trabalha hospitalst cuidade pacientes graves esquizofrenia doença abuso drogas depressão universidade columbia valeu penatodo esforço faculdade doutora valeu pudessemudar roteiro teriaprestado atenção minhaprópria vida desseo filho tivesse evitado casamento errado']
Folha de S. Paulo,Equilírio,2006-02-16,Felicidade para o coração,https://www1.folha.uol.com.br/fsp/equilibrio/eq1602200605.htm,0,"['""Gêmeos variam muitíssimo na experiência de problemas de saúde como câncer, cardiopatias, esquizofrenia, males de Parkinson e Alzheimer e artrite reumatóide."" Um estudo recente feito com 44 mil pares de gêmeos idênticos, publicado pelo ""New England Journal of Medicine"" e citado no livro de Anderson, observou que fatores hereditários eram, isoladamente, pouco determinantes ao aparecimento da maioria dos tipos de câncer em comparação com fatores ambientais. As relações interpessoais estão entre eles.']",['gêmeos variam muitíssimo experiência problemas saúde câncer cardiopatias esquizofrenia males parkinson alzheimer artrite reumatóide estudo recente feito pares gêmeos idênticos publicado new england journal of medicine citado livro anderson observou fatores hereditários eram isoladamente determinantes aparecimento tipos câncer comparação fatores ambientais relações interpessoais']
Folha de S. Paulo,Cotidiano,2006-02-22,Polícia prende suspeita de tentar matar filho de 4 anos em SP,https://www1.folha.uol.com.br/folha/cotidiano/ult95u118588.shtml,0,"['Ainda de acordo com a secretaria, a avó das crianças afirma que a filha sofre de esquizofrenia, já foi internada várias vezes e estava sem tomar medicamentos havia algum tempo. O marido dela trabalha no Japão desde 2002.']",['acordo secretaria avó crianças afirma filha sofre esquizofrenia internada várias tomar medicamentos havia algum marido dela trabalha japão']
Folha de S. Paulo,Mundo,2006-04-04,Júri diz que Moussaoui pode ser executado,https://www1.folha.uol.com.br/fsp/mundo/ft0404200601.htm,0,"['Os advogados de defesa determinados pela corte, os quais Moussaoui quis rejeitar, trarão especialistas para sugerir que ele sofre de esquizofrenia agravada por uma infância pobre, durante a qual ele foi vítima de racismo na França devido a sua ascendência marroquina.']",['advogados defesa determinados corte moussaoui quis rejeitar trarão especialistas sugerir sofre esquizofrenia agravada infância pobre durante vítima racismo frança devido ascendência marroquina']
Folha de S. Paulo,+mais!,2006-04-16,Entre Batman e Bourdieu,https://www1.folha.uol.com.br/fsp/mais/fs1604200613.htm,0,"['Diz que, etimologicamente, ""paranóia"" significa ""de duas mentes""; a confusão, aqui, é com ""esquizofrenia"". Sustenta que, quando Zola escreveu ""J\'Accuse"", no auge do caso Dreyfus, ele mal tinha provas do que estava dizendo -quando a inocência de Dreyfus e a culpa de Esterházy só não eram evidentes para os mais fanáticos anti-semitas.']",['etimologicamente paranóia significa mentes confusão esquizofrenia sustenta zola escreveu auge caso dreyfus tinha provas dizendo inocência dreyfus culpa esterházy eram evidentes fanáticos']
Folha de S. Paulo,Mundo,2006-04-16,Julgamento do conspirador do 11 de setembro chega à etapa final,https://www1.folha.uol.com.br/folha/mundo/ult94u94938.shtml,0,"['Os advogados de defesa tentam explorar o testemunho do acusado para alimentar sua tese de que ele sofre de esquizofrenia, a qual, se aceita, evitaria a pena de morte. Entre outras testemunhas vindas da França que falaram sobre o passado de Moussaoui, estavam dois médicos, um psiquiatra e um psicólogo.']",['advogados defesa tentam explorar testemunho acusado alimentar tese sofre esquizofrenia aceita evitaria pena morte testemunhas vindas frança falaram passado moussaoui estavam médicos psiquiatra psicólogo']
Folha de S. Paulo,CIência,2006-04-18,"Inteligência protege contra doenças mentais, diz estudo",https://www1.folha.uol.com.br/folha/ciencia/ult306u14525.shtml,0,"['As pessoas com altos níveis de QI (quociente de inteligência) correm menos risco de sofrer de doenças mentais como a depressão, demência ou esquizofrenia, segundo uma pesquisa da Universidade de Cambridge, na Inglaterra.', '""Sabia-se, até agora, que a inteligência podia proteger contra a demência. No entanto, descobrimos que também previne problemas neuropsiquiátricos, como a esquizofrenia"", declarou um porta-voz do grupo.']","['pessoas altos níveis qi quociente inteligência correm risco sofrer doenças mentais depressão demência esquizofrenia pesquisa universidade cambridge inglaterra', 'inteligência proteger demência entanto descobrimos previne problemas neuropsiquiátricos esquizofrenia declarou']"
Folha de S. Paulo,Mundo,2006-04-24,Júri se retira para deliberar sobre suspeito do 11 de Setembro,https://www1.folha.uol.com.br/folha/mundo/ult94u95237.shtml,0,"['Para evitar que ele seja condenado à injeção letal, os advogados do franco-marroquino tentaram provar que ele sofria de esquizofrenia, o que constituiria uma circunstância atenuante.', 'Omar Moussaoui e suas duas filhas, as irmãs mais velhas de ""Zac"", sofrem de ""distúrbios psicóticos"", ""tendências esquizofrênicas"" e ""sintomas de doenças mentais"", afirmou a especialista.']","['evitar seja condenado injeção letal advogados provar sofria esquizofrenia constituiria circunstância atenuante', 'omar moussaoui filhas irmãs velhas zac sofrem distúrbios psicóticos tendências esquizofrênicas sintomas doenças mentais afirmou especialista']"
Folha de S. Paulo,Ilustrada,2006-02-05,ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/ilustrad/fq0205200608.htm,0,"['Uma disputa de gigantes da indústria farmacêutica terminou com a apreensão de quatro caminhões de remédios na semana passada: a Astra Zeneca conseguiu na Justiça impedir que medicamentos fabricados por ela fossem distribuídos pelo laboratório Aché. Foram apreendidas no Aché, assim, várias embalagens de Seroquel, para esquizofrenia.']",['disputa gigantes indústria farmacêutica terminou apreensão caminhões remédios semana passada astra zeneca conseguiu justiça impedir medicamentos fabricados fossem distribuídos laboratório aché apreendidas aché várias embalagens seroquel esquizofrenia']
Folha de S. Paulo,CIência,2006-02-05,"Tendência suicida está ligada ao mês de nascimento, diz estudo",https://www1.folha.uol.com.br/folha/ciencia/ult306u14583.shtml,0,"['Isso contradiz, no entanto, estudos segundo os quais as vítimas de esquizofrenia, que representam 5% dos suicidas a cada ano, nascem com mais freqüência no inverno.']",['contradiz entanto estudos vítimas esquizofrenia representam suicidas ano nascem freqüência inverno']
Folha de S. Paulo,Mundo,2006-03-05,Júri pede prisão perpétua para acusado por envolvimento no 11/9,https://www1.folha.uol.com.br/folha/mundo/ult94u95585.shtml,0,"['Para evitar que ele seja condenado à injeção letal, os advogados do francês tentaram provar que ele sofria de esquizofrenia, o que constituiria uma circunstância atenuante.', 'Omar Moussaoui e suas duas filhas, as irmãs mais velhas de ""Zac"", sofrem de ""distúrbios psicóticos"", de ""tendências esquizofrênicas"" e de ""sintomas de doenças mentais"", afirmou a especialista.']","['evitar seja condenado injeção letal advogados francês provar sofria esquizofrenia constituiria circunstância atenuante', 'omar moussaoui filhas irmãs velhas zac sofrem distúrbios psicóticos tendências esquizofrênicas sintomas doenças mentais afirmou especialista']"
Folha de S. Paulo,Mundo,2006-04-05,Júri poupa a vida do único condenado do 11/9,https://www1.folha.uol.com.br/fsp/mundo/ft0405200604.htm,0,"['Ele sofreria de paranóia, esquizofrenia, euforia e ilusões de grandeza, segundo seus advogados, aliás substituídos diversas vezes a pedido do réu.']",['sofreria paranóia esquizofrenia euforia ilusões grandeza advogados aliás substituídos diversas pedido réu']
Folha de S. Paulo,Mundo,2006-04-05,Único acusado do 11/9 volta ao tribunal nesta quinta,https://www1.folha.uol.com.br/folha/mundo/ult94u95606.shtml,0,"['Para evitar que ele fosse condenado à injeção letal, os advogados do francês tentaram provar que ele teve um ambiente familiar conturbado e sofria de esquizofrenia, o que constituiria uma circunstância atenuante.']",['evitar fosse condenado injeção letal advogados francês provar ambiente familiar conturbado sofria esquizofrenia constituiria circunstância atenuante']
Folha de S. Paulo,Cotidiano,2006-12-05,"Pacientes levam o seu ""orgulho louco"" à Paulista amanhã",https://www1.folha.uol.com.br/fsp/cotidian/ff1205200619.htm,0,"['Depois que o trio elétrico estacionar na rua Carlos Comenale, ao lado do Caps Itapeva, as portas do centro estarão abertas para quem quiser ver o que os loucos fazem, como a instalação ""Gaiola Espacial"", de Raimundo da Cruz Cordeiro, 46, que ""retrata o homem preso pelos próprios pensamentos"". ""Fiz durante a aula de marcenaria"", disse Cordeiro, que sofre de esquizofrenia.']",['trio elétrico estacionar rua carlos comenale caps itapeva portas centro estarão abertas quiser loucos instalação gaiola espacial raimundo cruz cordeiro retrata homem preso próprios pensamentos fiz durante aula marcenaria disse cordeiro sofre esquizofrenia']
Folha de S. Paulo,Ilustrada,2006-05-23,Sandra Bullock pede à Justiça que mantenha homem longe dela,https://www1.folha.uol.com.br/folha/ilustrada/ult90u60727.shtml,0,"['Segundo o advogado de Bullock, Edwin F. McPherson, ele ""admitiu um distúrbio psicológico sério (esquizofrenia paranóica) pelo qual ele freqüentemente se recusa a tomar medicação"".']",['advogado bullock edwin mcpherson admitiu distúrbio psicológico sério esquizofrenia paranóica freqüentemente recusa tomar medicação']
Folha de S. Paulo,Cotidiano,2006-11-06,Empreendedor social precisa ter idéias inovadoras,https://www1.folha.uol.com.br/fsp/cotidian/ff1106200614.htm,0,"['Psicólogo, ele criou uma fábrica de iogurtes para empregar pessoas com esquizofrenia, hoje a terceira marca mais importante da Catalunha. O lucro é conseqüência do trabalho.']",['psicólogo criou fábrica iogurtes empregar pessoas esquizofrenia hoje marca importante catalunha lucro conseqüência trabalho']
Folha de S. Paulo,Mundo,2006-06-27,"Maconha está cada vez mais potente, alerta ONU",https://www1.folha.uol.com.br/fsp/mundo/ft2706200613.htm,0,"['Entre os novos efeitos colaterais da droga citados pelo UNODC, aparecem casos de início de psicose em pessoas vulneráveis, sintomas de esquizofrenia, ataques de pânico, paranóia e outros sintomas psicóticos.']",['efeitos colaterais droga citados unodc aparecem casos início psicose pessoas vulneráveis sintomas esquizofrenia ataques pânico paranóia sintomas psicóticos']
Folha de S. Paulo,+mais!,2006-07-16,Psicose e Laço Social,https://www1.folha.uol.com.br/fsp/mais/fs1607200612.htm,0,"['O psicanalista e autor de ""A Lição de Charcot"" utiliza instrumentos conceituais de Freud e de Lacan para discutir a clínica da psicose. Oferece subsídios para o tratamento da esquizofrenia e da paranóia, retificando a abordagem estrutural e fenomenológica da depressão.']",['psicanalista autor lição charcot utiliza instrumentos conceituais freud lacan discutir clínica psicose oferece subsídios tratamento esquizofrenia paranóia retificando abordagem estrutural fenomenológica depressão']
Folha de S. Paulo,Folhateen,2006-07-17,O Floyd ainda pulsa,https://www1.folha.uol.com.br/fsp/folhatee/fm1707200607.htm,0,"['Traz a apresentação completa do ""Dark Side of the Moon"" -álbum de 1973 em que, influenciados pela relação com Barrett, o tema da esquizofrenia é explorado amplamente-, imagens gravadas do ponto de vista da platéia (""bootlegs""), mapas do palco, exibição dos filmes do telão do show e outros vídeos.']",['traz apresentação completa dark side of the moon influenciados barrett tema esquizofrenia explorado imagens gravadas vista platéia bootlegs mapas palco exibição filmes telão show vídeos']
Folha de S. Paulo,Ilustrada,2006-07-24,"FOLHA PROMOVE A PRÉ-ESTRÉIA DE ""ESTAMIRA""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2407200620.htm,0,"['e do Cine Bombril, apresenta amanhã, 25, a pré-estréia do documentário ""Estamira"", de Marcos Prado. No longa, Prado apresenta dona Estamira, senhora que sofre de esquizofrenia e, aos 63 anos, lidera uma pequena comunidade de idosos num aterro sanitário do Rio de Janeiro. Após a sessão, que começa às 19h30, haverá um debate com a participação do psicanalista Contardo Calligaris, do filósofo Luiz Fuganti e do diretor do filme. O Projeto Folha Documenta promove exibições diárias de documentários no Cine Bombril, localizado no Conjunto Nacional (av. Paulista, 2.073, tel. 0/xx/11/ 3285-3696). É preciso retirar ingressos com uma hora de antecedência.']",['cine bombril apresenta amanhã documentário estamira marcos prado longa prado apresenta dona estamira senhora sofre esquizofrenia anos lidera pequena comunidade idosos aterro sanitário rio janeiro sessão começa haverá debate participação psicanalista contardo calligaris filósofo luiz fuganti diretor filme projeto folha documenta promove exibições diárias documentários cine bombril localizado conjunto nacional paulista preciso retirar ingressos hora antecedência']
Folha de S. Paulo,Ilustrada,2006-07-28,Profetiza do lixo nasce de bela fotografia,https://www1.folha.uol.com.br/fsp/ilustrad/fq2807200616.htm,0,"['O diagnóstico clínico de Estamira é esquizofrenia. Pode ser. Mas esse é um mal de quase todo profeta, de modo que Estamira não interessa como caso clínico senão aos especialistas.']",['diagnóstico clínico estamira esquizofrenia quase profeta modo estamira interessa caso clínico senão especialistas']
Folha de S. Paulo,CIência,2006-03-08,Estudo identifica parte do cérebro ligada ao vício de jogar,https://www1.folha.uol.com.br/folha/ciencia/ult306u14974.shtml,0,"['A pesquisa pode ajudar os cientistas a compreenderem comportamentos patológicos como o vício em jogos, bem como doenças mentais como esquizofrenia e comportamento bipolar.']",['pesquisa ajudar cientistas compreenderem comportamentos patológicos vício jogos doenças mentais esquizofrenia comportamento bipolar']
Folha de S. Paulo,BBC,2006-10-08,Patroa acusada de matar babá de 11 anos vai a júri popular,https://www1.folha.uol.com.br/folha/bbc/ult272u55859.shtml,0,"['A defesa de Ronivaldo conseguiu suspender o julgamento do réu, apresentando um exame de sanidade, atestando deficiência mental e esquizofrenia, o que o tornaria inimputável.']",['defesa ronivaldo conseguiu suspender julgamento réu apresentando exame sanidade atestando deficiência mental esquizofrenia tornaria inimputável']
Folha de S. Paulo,CIência,2006-08-30,Gene saltador pode explicar o autismo,https://www1.folha.uol.com.br/fsp/ciencia/fe3008200602.htm,0,"['Um grupo de pesquisadores do Instituto Salk, da Califórnia, quer provar que um tipo especial de gene, capaz de saltar de um lugar para outro nos cromossomos, pode estar relacionado a problemas mentais ainda pouco compreendidos, como autismo e esquizofrenia. Um experimento que está sendo conduzido pelo grupo do biólogo brasileiro Alysson Muotri deve trazer pistas importantes sobre o papel da genética nessas doenças.', 'Falar de doenças psiquiátricas em camundongos parece algo meio fora de propósito; afinal, não há como perguntar aos animais se eles ouvem vozes, por exemplo. Mas os pesquisadores também se baseiam em outros modelos para testar a correlação. ""Autópsias de pacientes autistas e com esquizofrenia mostram uma maior expressão de transposons no cérebro"", diz Muotri. Modelos animais para experimentos psiquiátricos podem servir para medir parâmetros como memória, ansiedade e capacidade de interação social.']","['pesquisadores instituto salk califórnia provar especial gene capaz saltar outro cromossomos relacionado problemas mentais compreendidos autismo esquizofrenia experimento sendo conduzido biólogo brasileiro alysson muotri trazer pistas importantes papel genética nessas doenças', 'falar doenças psiquiátricas camundongos propósito afinal há perguntar animais ouvem vozes pesquisadores baseiam modelos testar correlação autópsias pacientes autistas esquizofrenia mostram expressão transposons cérebro muotri modelos animais experimentos psiquiátricos servir medir parâmetros memória ansiedade capacidade interação social']"
Folha de S. Paulo,Cotidiano,2006-10-28,"Paciente que participou de programa diz ter ficado ""mais esperta"" com o estágio",https://www1.folha.uol.com.br/fsp/cotidian/ff2810200634.htm,0,"['Quando tinha 20 anos, Camila (nome fictício), 32, teve uma crise na praia. Via tudo escuro, se sentia isolada, teve dores de cabeça, perdeu a noção do tempo e ficou apavorada. O diagnóstico foi esquizofrenia.']",['tinha anos camila nome fictício crise praia via escuro sentia isolada dores cabeça perdeu noção ficou apavorada diagnóstico esquizofrenia']
Folha de S. Paulo,Cotidiano,2006-10-28,Doença atinge 1% da população,https://www1.folha.uol.com.br/fsp/cotidian/ff2810200633.htm,0,"['A esquizofrenia atinge cerca de 1% da população. Segundo Antônio Geraldo da Silva, presidente da Associação Psiquiátrica de Brasília, é considerada ""o câncer das doenças mentais. Os pacientes são aqueles que as pessoas consideram loucos, por isso são as maiores vítimas de preconceito"".']",['esquizofrenia atinge cerca população antônio geraldo silva presidente associação psiquiátrica brasília considerada câncer doenças mentais pacientes pessoas consideram loucos maiores vítimas preconceito']
Folha de S. Paulo,Cotidiano,2006-10-28,Reintegração acelera recuperação de esquizofrênicos,https://www1.folha.uol.com.br/fsp/cotidian/ff2810200632.htm,0,"['Folha de S.Paulo - Reintegração acelera recuperação de esquizofrênicos   - 28/10/2006', 'Estudo realizado pelo Instituto de Psiquiatria do HC de São Paulo demonstrou que a reintegração dos portadores de esquizofrenia é ponto importante para a recuperação.', 'Além das melhoras clínicas, o estágio possibilitou que os esquizofrênicos fossem reintegrados. ""Se a pessoa vai procurar trabalho e fala ""eu tive uma fratura de fêmur, fiquei seis meses internado e quero voltar a trabalhar"", tudo bem. Mas, se a pessoa afirma ""eu tive um surto psiquiátrico, mas estou bem agora"", se diz ""ah, tá bom\'"", conta Gattaz, para quem o estigma desses pacientes é um grave empecilho para a recuperação.']","['folha reintegração acelera recuperação esquizofrênicos', 'estudo realizado instituto psiquiatria hc paulo demonstrou reintegração portadores esquizofrenia importante recuperação', 'melhoras clínicas estágio possibilitou esquizofrênicos fossem reintegrados pessoa procurar trabalho fala fratura fêmur fiquei internado voltar trabalhar pessoa afirma surto psiquiátrico ah tá conta gattaz estigma desses pacientes grave empecilho recuperação']"
Folha de S. Paulo,Cotidiano,2006-10-30,Técnico foi internado e se separou da mulher por causa de efeitos do acidente,https://www1.folha.uol.com.br/fsp/cotidian/ff3010200616.htm,0,"['Após 12 anos de terapia em psicologia sensorial, ele se considera 80% curado de uma doença diagnosticada como distúrbio esquizoafetivo, que mescla sintomas de esquizofrenia e de transtorno bipolar ou de depressão.']",['anos terapia psicologia sensorial considera curado doença diagnosticada distúrbio esquizoafetivo mescla sintomas esquizofrenia transtorno bipolar depressão']
Folha de S. Paulo,CIência,2006-09-20,Gene liga esquizofrenia a desenvolvimento cerebral,https://www1.folha.uol.com.br/fsp/ciencia/fe2009200601.htm,0,"['Folha de S.Paulo - Gene liga esquizofrenia a desenvolvimento cerebral - 20/09/2006', 'O matemático John Nash, esquizofrênico, ganhador do Nobel de Economia que inspirou o filme ""Uma Mente Brilhante""', 'Um grupo de pesquisadores da USP mostrou que está no caminho certo para descobrir qual é a parcela de culpa do DNA pela esquizofrenia, uma doença mental causada por uma combinação ainda indecifrada de fatores genéticos e ambientais. Ao comparar o genoma de 200 esquizofrênicos com o de 200 pessoas saudáveis, eles identificaram uma mutação que aumenta em 30% o risco de a doença aparecer.', 'Diagnosticada por meio de sintomas como alucinações, pensamentos confusos e emoções distorcidas, a esquizofrenia desafia a ciência por sua complexidade. Uma em cada cem pessoas desenvolve a doença, e cientistas acreditam que o acúmulo de descobertas como a do NUMBL pode um dia levar a uma compreensão da predisposição genética.', 'Já se sabe que pessoas com um gêmeo idêntico esquizofrênico têm alto risco (cerca de 50%) de se tornar doentes também. Nesse contexto, correlações genéticas podem ser boas pistas para saber quais são os pré-requisitos para o surgimento da esquizofrenia.', 'Para descobrir o NUMBL, os cientistas primeiro identificaram cem polimorfismos -""letras"" do DNA que variam entre as pessoas- em genes importantes para a guiar a formação de neurônios no cérebro. ""Nenhum desses polimorfismos foi estudado por outros grupos de cientistas"", diz Dias Neto. ""A grande maioria dos estudos sobre esquizofrenia está concentrada em uns vinte genes -grupos [de pesquisa] ficam reproduzindo trabalhos uns dos outros."" Ele diz que seu grupo está estudando genes candidatos identificados por eles mesmos.', 'O NUMBL é provavelmente só um dos vários genes envolvidos na predisposição à esquizofrenia. Já ficou claro, porém, que ele tem papel em uma cadeia de interações moleculares importante para o desenvolvimento cerebral do embrião.', 'Apesar de a esquizofrenia depender fortemente de fatores ambientais, a predisposição à doença pode ser determinada ainda na fase embrionária, quando o cérebro do indivíduo está se formando. Em parceria com Wagner Gattaz, também da USP, Dias Neto investiga agora a relação entre genes, a morfologia do cérebro e a ocorrência da doença.']","['folha gene liga esquizofrenia desenvolvimento cerebral', 'matemático john nash esquizofrênico ganhador nobel economia inspirou filme mente brilhante', 'pesquisadores usp mostrou certo descobrir parcela culpa dna esquizofrenia doença mental causada combinação indecifrada fatores genéticos ambientais comparar genoma esquizofrênicos pessoas saudáveis identificaram mutação aumenta risco doença aparecer', 'diagnosticada sintomas alucinações pensamentos confusos emoções distorcidas esquizofrenia desafia ciência complexidade cem pessoas desenvolve doença cientistas acreditam acúmulo descobertas numbl dia levar compreensão predisposição genética', 'pessoas gêmeo idêntico esquizofrênico alto risco cerca tornar doentes contexto correlações genéticas boas pistas surgimento esquizofrenia', 'descobrir numbl cientistas identificaram cem polimorfismos dna variam genes importantes guiar formação neurônios cérebro nenhum desses polimorfismos estudado grupos cientistas dias neto estudos esquizofrenia concentrada genes pesquisa ficam reproduzindo trabalhos estudando genes candidatos identificados mesmos', 'numbl provavelmente genes envolvidos predisposição esquizofrenia ficou claro papel cadeia interações moleculares importante desenvolvimento cerebral embrião', 'apesar esquizofrenia depender fortemente fatores ambientais predisposição doença determinada fase embrionária cérebro indivíduo formando parceria wagner gattaz usp dias neto investiga genes morfologia cérebro ocorrência doença']"
Folha de S. Paulo,CIência,2006-09-20,Mutação genética aumenta em 30% risco de esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u15211.shtml,0,"['Folha Online - Ciência - Mutação genética aumenta em 30% risco de esquizofrenia - 20/09/2006', 'Um grupo de pesquisadores da USP mostrou que está no caminho certo para descobrir qual é a parcela de culpa do DNA pela esquizofrenia, uma doença mental causada por uma combinação ainda indecifrada de fatores genéticos e ambientais. Ao comparar o genoma de 200 esquizofrênicos com o de 200 pessoas saudáveis, eles identificaram uma mutação que aumenta em 30% o risco de a doença aparecer.', 'Diagnosticada por meio de sintomas como alucinações, pensamentos confusos e emoções distorcidas, a esquizofrenia desafia a ciência por sua complexidade. Uma em cada cem pessoas desenvolve a doença, e cientistas acreditam que o acúmulo de descobertas como a do NUMBL pode um dia levar a uma compreensão da predisposição genética.', 'Já se sabe que pessoas com um gêmeo idêntico esquizofrênico têm alto risco (cerca de 50%) de se tornarem doentes também. Nesse contexto, correlações genéticas podem ser boas pistas para saber quais são os pré-requisitos para o surgimento da esquizofrenia.', 'Para descobrir o NUMBL, os cientistas primeiro identificaram cem polimorfismos --""letras"" do DNA que variam entre as pessoas-- em genes importantes para guiar a formação de neurônios no cérebro. ""Nenhum desses polimorfismos foi estudado por outros grupos de cientistas"", diz Dias Neto. ""A grande maioria dos estudos sobre esquizofrenia está concentrada em uns vinte genes --grupos [de pesquisa] ficam reproduzindo trabalhos uns dos outros."" Ele diz que seu grupo está estudando genes candidatos identificados por eles mesmos.', 'O NUMBL é provavelmente só um dos vários genes envolvidos na predisposição à esquizofrenia. Já ficou claro, porém, que ele tem papel em uma cadeia de interações moleculares importante para o desenvolvimento cerebral do embrião.', 'Apesar de a esquizofrenia depender fortemente de fatores ambientais, a predisposição à doença pode ser determinada ainda na fase embrionária, quando o cérebro do indivíduo está se formando. Em parceria com Wagner Gattaz, também da USP, Dias Neto investiga agora a relação entre genes, a morfologia do cérebro e a ocorrência da doença.']","['folha online ciência mutação genética aumenta risco esquizofrenia', 'pesquisadores usp mostrou certo descobrir parcela culpa dna esquizofrenia doença mental causada combinação indecifrada fatores genéticos ambientais comparar genoma esquizofrênicos pessoas saudáveis identificaram mutação aumenta risco doença aparecer', 'diagnosticada sintomas alucinações pensamentos confusos emoções distorcidas esquizofrenia desafia ciência complexidade cem pessoas desenvolve doença cientistas acreditam acúmulo descobertas numbl dia levar compreensão predisposição genética', 'pessoas gêmeo idêntico esquizofrênico alto risco cerca tornarem doentes contexto correlações genéticas boas pistas surgimento esquizofrenia', 'descobrir numbl cientistas identificaram cem polimorfismos dna variam genes importantes guiar formação neurônios cérebro nenhum desses polimorfismos estudado grupos cientistas dias neto estudos esquizofrenia concentrada genes pesquisa ficam reproduzindo trabalhos estudando genes candidatos identificados mesmos', 'numbl provavelmente genes envolvidos predisposição esquizofrenia ficou claro papel cadeia interações moleculares importante desenvolvimento cerebral embrião', 'apesar esquizofrenia depender fortemente fatores ambientais predisposição doença determinada fase embrionária cérebro indivíduo formando parceria wagner gattaz usp dias neto investiga genes morfologia cérebro ocorrência doença']"
